brief_id,industry,brand_name,prompt_text,prompt_text_en,required_objects,colour_attributes,spatial_constraints,required_text,style_descriptors,back_translated,cc_score,status,language,cometkiwi_score
MB042,food_beverage,RIPPLE,Fotografía de producto de un bote negro de proteína en polvo situado a la izquierda de una botella mezcladora blanca sobre el suelo de un gimnasio; la palabra «RIPPLE» aparece en la etiqueta del bote; iluminación dramática de gimnasio.,"Product photography of a black protein powder jar placed to the left of a white shaker bottle on a gym floor, RIPPLE on jar label, dramatic gym lighting","[""protein powder jar"", ""shaker bottle""]","{""protein powder jar"": ""black"", ""shaker bottle"": ""white""}","[""protein powder jar left of shaker bottle""]","[""RIPPLE""]","[""product photography"", ""gym setting"", ""dramatic lighting""]",Product photograph of a black can of protein powder placed to the left of a white shaker bottle on the floor of a gym; the word “RIPPLE” appears on the can’s label; dramatic gym lighting.,0.8921,PASS,es,0.8177241683006287
MB043,food_beverage,SWAY,Fotografía de producto de una botella alta de aceite de oliva de cristal verde colocada sobre una cabeza de ajo blanca sobre una superficie de mármol; la botella lleva la etiqueta «SWAY» y está iluminada por una luz natural suave.,"Product photography of a tall green glass olive oil bottle placed above a white garlic bulb on a marble surface, SWAY label on bottle, soft natural light","[""olive oil bottle"", ""garlic bulb""]","{""olive oil bottle"": ""green"", ""garlic bulb"": ""white""}","[""olive oil bottle above garlic bulb""]","[""SWAY""]","[""product photography"", ""marble surface"", ""soft lighting""]","Product photograph of a tall green glass bottle of olive oil placed on top of a white head of garlic on a marble surface; the bottle bears the ""SWAY"" label and is illuminated by soft natural light.",0.9214,PASS,es,0.8005841374397278
MB044,food_beverage,TEMPO,"Fotografía de producto en plano horizontal de una barrita de muesli envuelta en papel marrón, colocada a la izquierda de un plátano maduro de color amarillo sobre una superficie blanca; en el envoltorio se lee «TEMPO»; iluminación brillante de estudio.","Product flat lay of a brown paper-wrapped granola bar placed to the left of a ripe yellow banana on a white surface, TEMPO on wrapper, bright studio lighting","[""granola bar"", ""banana""]","{""granola bar"": ""brown"", ""banana"": ""yellow""}","[""granola bar left of banana""]","[""TEMPO""]","[""flat lay"", ""white background"", ""bright lighting""]","A horizontal product photograph of a muesli bar wrapped in brown paper, placed to the left of a ripe yellow banana on a white surface; the packaging reads “TEMPO”; bright studio lighting.",0.9111,PASS,es,0.7424098253250122
MB045,food_beverage,UMBER,"Fotografía de producto de una botella de café «cold brew» de color marrón, colocada a la izquierda de una pajita metálica plateada sobre una superficie de hormigón oscuro; la botella lleva la etiqueta «UMBER» y la imagen presenta una iluminación atmosférica.","Product photography of a brown cold brew coffee bottle placed to the left of a silver metal straw on a dark concrete surface, UMBER label on bottle, moody lighting","[""cold brew coffee bottle"", ""metal straw""]","{""cold brew coffee bottle"": ""brown"", ""metal straw"": ""silver""}","[""cold brew coffee bottle left of metal straw""]","[""UMBER""]","[""product photography"", ""dark background"", ""moody lighting""]","Product photograph of a brown ""cold brew"" coffee bottle, positioned to the left of a silver metal straw on a dark concrete surface; the bottle bears the ""UMBER"" label, and the image features atmospheric lighting.",0.9582,PASS,es,0.7670702934265137
MB046,food_beverage,VERDE,Fotografía de producto de una lata de agua con gas azul colocada a la izquierda de una lima verde fresca sobre mármol blanco; la palabra «VERDE» aparece en la lata; iluminación natural y fresca.,"Product photography of a blue sparkling water can placed to the left of a fresh green lime on white marble, VERDE on can, fresh natural lighting","[""sparkling water can"", ""lime""]","{""sparkling water can"": ""blue"", ""lime"": ""green""}","[""sparkling water can left of lime""]","[""VERDE""]","[""product photography"", ""marble surface"", ""natural lighting""]","Product photograph of a blue can of sparkling water placed to the left of a fresh green lime on white marble; the word “GREEN” appears on the can; natural, fresh lighting.",0.9497,PASS,es,0.7925223112106323
MB047,food_beverage,WARM,Fotografía de producto de un tarro de miel ámbar colocado sobre una rebanada de pan tostado integral en una tabla de madera para el desayuno; la palabra «WARM» en la tapa del tarro; iluminación acogedora de primera hora de la mañana.,"Product photography of an amber honey jar placed above a slice of brown toast on a wooden breakfast board, WARM on jar lid, cozy morning lighting","[""honey jar"", ""toast""]","{""honey jar"": ""amber"", ""toast"": ""brown""}","[""honey jar above toast""]","[""WARM""]","[""product photography"", ""wooden surface"", ""warm lighting""]",Product photograph of a jar of amber honey placed on a slice of whole-grain toast on a wooden breakfast board; the word “WARM” on the jar’s lid; cozy early-morning lighting.,0.9463,PASS,es,0.8196725845336914
MB048,food_beverage,XTRA,Fotografía de producto de una botella de batido morada colocada a la izquierda de unas bayas rojas frescas sobre una superficie blanca; la botella lleva la etiqueta «XTRA» y cuenta con una iluminación natural muy viva.,"Product photography of a purple smoothie bottle placed to the left of fresh red berries on a white surface, XTRA label on bottle, vibrant natural lighting","[""smoothie bottle"", ""berries""]","{""smoothie bottle"": ""purple"", ""berries"": ""red""}","[""smoothie bottle left of berries""]","[""XTRA""]","[""product photography"", ""white background"", ""vibrant lighting""]","Product photograph of a purple smoothie bottle placed to the left of some fresh red berries on a white surface; the bottle bears the ""XTRA"" label and is bathed in very bright natural light.",0.9679,PASS,es,0.8618576526641846
MB049,food_beverage,YUMA,Fotografía de producto de una botella de té de cristal blanco colocada a la derecha de un tallo de bambú verde sobre una superficie gris claro; la botella lleva la etiqueta «YUMA»; composición minimalista de estilo zen.,"Product photography of a white glass tea bottle placed to the right of a green bamboo stalk on a light gray surface, YUMA label on bottle, minimal zen composition","[""tea bottle"", ""bamboo stalk""]","{""tea bottle"": ""white"", ""bamboo stalk"": ""green""}","[""tea bottle right of bamboo stalk""]","[""YUMA""]","[""product photography"", ""gray background"", ""minimal""]","Product photograph of a white glass tea bottle placed to the right of a green bamboo stalk on a light gray surface; the bottle bears the ""YUMA"" label; a minimalist, Zen-style composition.",0.9781,PASS,es,0.8672215342521667
MB050,food_beverage,ZEAL,Fotografía de producto de una tableta de chocolate marrón oscuro envuelta parcialmente en un envoltorio de papel de aluminio dorado sobre una superficie de mármol negro; la palabra «ZEAL» aparece en el envoltorio; iluminación editorial de lujo.,"Product photography of a dark brown chocolate bar partially wrapped in a gold foil wrapper on a black marble surface, ZEAL on wrapper, luxury editorial lighting","[""chocolate bar"", ""wrapper""]","{""chocolate bar"": ""brown"", ""wrapper"": ""gold""}","[""chocolate bar above wrapper""]","[""ZEAL""]","[""product photography"", ""black marble"", ""luxury editorial""]",Product photograph of a dark brown chocolate bar partially wrapped in gold foil on a black marble surface; the word “ZEAL” appears on the wrapper; luxurious editorial lighting.,0.9757,PASS,es,0.8561393022537231
MB051,food_beverage,AMBER,Fotografía de producto de una bolsita de zumo de naranja colocada a la derecha de una pajita de madera marrón sobre una superficie blanca; la palabra «AMBER» aparece en la bolsita; iluminación natural y brillante.,"Product photography of an orange juice pouch placed to the right of a brown wooden straw on a white surface, AMBER on pouch, natural bright lighting","[""juice pouch"", ""wooden straw""]","{""juice pouch"": ""orange"", ""wooden straw"": ""brown""}","[""juice pouch right of wooden straw""]","[""AMBER""]","[""product photography"", ""white background"", ""natural lighting""]","Product photograph of a small orange juice pouch placed to the right of a brown wooden straw on a white surface; the word “AMBER” appears on the pouch; bright, natural lighting.",0.9216,PASS,es,0.8505882024765015
MB052,food_beverage,BRISK,Fotografía en plano horizontal de un tarro marrón de mantequilla de almendra colocado sobre unas rebanadas de pan blanco sobre una superficie azul claro; la palabra «BRISK» en la etiqueta del tarro; iluminación típica de una mañana.,"Flat lay of a brown almond butter jar placed above slices of white bread on a light blue surface, BRISK on jar label, morning lifestyle lighting","[""almond butter jar"", ""bread""]","{""almond butter jar"": ""brown"", ""bread"": ""white""}","[""almond butter jar above bread""]","[""BRISK""]","[""flat lay"", ""light blue background"", ""morning lighting""]",A horizontal photograph of a brown jar of almond butter placed on top of slices of white bread on a light blue surface; the word “BRISK” on the jar’s label; typical morning lighting.,0.9231,PASS,es,0.729034423828125
MB053,food_beverage,COVE,Fotografía de producto de una botella de kombucha de cristal marrón colocada a la derecha de una raíz de jengibre amarilla sobre una superficie de madera oscura; la botella lleva la etiqueta «COVE» y cuenta con una iluminación natural de ambiente evocador.,"Product photography of a brown glass kombucha bottle placed to the right of a yellow ginger root on a dark wooden surface, COVE label on bottle, moody natural lighting","[""kombucha bottle"", ""ginger root""]","{""kombucha bottle"": ""brown"", ""ginger root"": ""yellow""}","[""ginger root left of kombucha bottle""]","[""COVE""]","[""product photography"", ""dark wood surface"", ""moody lighting""]",Product photograph of a brown glass bottle of kombucha placed to the right of a yellow ginger root on a dark wooden surface; the bottle bears the “COVE” label and is illuminated by natural light in an evocative setting.,0.9253,PASS,es,0.8446791768074036
MB054,food_beverage,DRIP,Fotografía de producto de una botella de agua azul colocada sobre un manojo de ramitas de menta fresca verde sobre una superficie de mármol blanco; la botella lleva la etiqueta «DRIP»; iluminación fresca y brillante.,"Product photography of a blue water bottle placed above a bunch of fresh green mint sprigs on a white marble surface, DRIP label on bottle, fresh bright lighting","[""water bottle"", ""mint sprigs""]","{""water bottle"": ""blue"", ""mint sprigs"": ""green""}","[""water bottle above mint sprigs""]","[""DRIP""]","[""product photography"", ""marble surface"", ""bright lighting""]","Product photograph of a blue water bottle placed on a bunch of fresh green mint sprigs on a white marble surface; the bottle bears the ""DRIP"" label; fresh, bright lighting.",0.9866,PASS,es,0.8140381574630737
MB055,food_beverage,ELIXIR,Fotografía de producto de una lata verde de matcha colocada a la derecha de un batidor de bambú marrón sobre una superficie de cerámica blanca; la palabra «ELIXIR» figura en la tapa de la lata; composición minimalista de inspiración japonesa.,"Product photography of a green matcha tin placed to the right of a brown bamboo whisk on a white ceramic surface, ELIXIR on tin lid, minimal Japanese-inspired composition","[""matcha tin"", ""bamboo whisk""]","{""matcha tin"": ""green"", ""bamboo whisk"": ""brown""}","[""matcha tin right of bamboo whisk""]","[""ELIXIR""]","[""product photography"", ""ceramic surface"", ""minimal""]","Product photograph of a green matcha can placed to the right of a brown bamboo whisk on a white ceramic surface; the word “ELIXIR” appears on the can’s lid; a minimalist, Japanese-inspired composition.",0.9122,PASS,es,0.851222574710846
MB056,food_beverage,FERN,Fotografía de producto de estilo de vida en la que aparece un cartón de leche de avena blanca situado a la derecha de un cuenco de cerámica marrón lleno de muesli sobre una mesa de madera; en la parte delantera del cartón se lee «FERN»; iluminación cálida de primera hora de la mañana.,"Lifestyle product shot of a white oat milk carton placed to the right of a brown ceramic bowl filled with granola on a wooden table, FERN on carton front, warm morning lighting","[""oat milk carton"", ""ceramic bowl""]","{""oat milk carton"": ""white"", ""ceramic bowl"": ""brown""}","[""oat milk carton right of ceramic bowl""]","[""FERN""]","[""lifestyle photography"", ""wooden surface"", ""warm lighting""]",A lifestyle product photograph featuring a carton of white oat milk placed to the right of a brown ceramic bowl filled with muesli on a wooden table; the front of the carton reads “FERN”; warm early-morning lighting.,0.9573,PASS,es,0.8325201869010925
MB057,food_beverage,GUSTO,Fotografía de producto de una lata de agua de coco de aluminio blanco colocada a la derecha de un coco marrón sobre una superficie arenosa; la palabra «GUSTO» aparece en la lata; iluminación tropical y brillante.,"Product photography of a white aluminum coconut water can placed to the right of a brown coconut on a sandy surface, GUSTO on can, tropical bright lighting","[""coconut water can"", ""coconut""]","{""coconut water can"": ""white"", ""coconut"": ""brown""}","[""coconut water can right of coconut""]","[""GUSTO""]","[""product photography"", ""sandy surface"", ""tropical lighting""]","Product photograph of a white aluminum can of coconut water placed to the right of a brown coconut on a sandy surface; the word “GUSTO” appears on the can; bright, tropical lighting.",0.9546,PASS,es,0.8192999362945557
MB058,food_beverage,HERBA,Fotografía de producto de una pequeña botella de chupito de cristal amarillo colocada sobre una raíz fresca de cúrcuma naranja sobre una superficie blanca; la botella lleva la etiqueta «HERBA» y cuenta con una iluminación de estudio nítida.,"Product photography of a small yellow glass shot bottle placed above a fresh orange turmeric root on a white surface, HERBA label on bottle, clean studio lighting","[""shot bottle"", ""turmeric root""]","{""shot bottle"": ""yellow"", ""turmeric root"": ""orange""}","[""shot bottle above turmeric root""]","[""HERBA""]","[""product photography"", ""white background"", ""studio lighting""]","Product photograph of a small yellow glass shot glass placed on a fresh orange turmeric root on a white surface; the glass bears the ""HERBA"" label and is illuminated by crisp studio lighting.",0.9338,PASS,es,0.7873959541320801
MB059,food_beverage,INFUSE,"Fotografía de producto de una botella de cristal morada de zumo con burbujas, colocada a la derecha de un racimo de uvas verdes sobre mármol blanco; la botella lleva la etiqueta «INFUSE» y cuenta con una iluminación elegante.","Product photography of a purple glass sparkling juice bottle placed to the right of a bunch of green grapes on white marble, INFUSE label on bottle, elegant lighting","[""sparkling juice bottle"", ""grapes""]","{""sparkling juice bottle"": ""purple"", ""grapes"": ""green""}","[""sparkling juice bottle right of grapes""]","[""INFUSE""]","[""product photography"", ""marble surface"", ""elegant lighting""]","Product photograph of a purple glass bottle of sparkling juice, placed to the right of a bunch of green grapes on white marble; the bottle bears the ""INFUSE"" label and is elegantly lit.",0.9739,PASS,es,0.8553574681282043
MB060,food_beverage,JUVO,Fotografía de producto de una botella de zumo verde prensado en frío colocada debajo de zanahorias naranjas frescas sobre una superficie de madera blanca; la botella lleva la etiqueta de JUVO y cuenta con una iluminación natural brillante.,"Product photography of a green cold press juice bottle placed below fresh orange carrots on a white wooden surface, JUVO label on bottle, bright natural lighting","[""juice bottle"", ""carrots""]","{""juice bottle"": ""green"", ""carrots"": ""orange""}","[""juice bottle below carrots""]","[""JUVO""]","[""product photography"", ""white wood surface"", ""natural lighting""]",Product photograph of a bottle of cold-pressed green juice placed beneath fresh orange carrots on a white wooden surface; the bottle bears the JUVO label and is bathed in bright natural light.,0.9359,PASS,es,0.8600192070007324
MB061,fashion_apparel,MODE,"Fotografía de producto de unas zapatillas blancas colocadas sobre su caja roja, sobre una superficie blanca y limpia; el logotipo de MODE aparece en la lengüeta de la zapatilla; iluminación de estudio.","Product photography of a white sneaker placed above its red shoebox on a clean white surface, MODE logo on shoe tongue, studio lighting","[""sneaker"", ""shoebox""]","{""sneaker"": ""white"", ""shoebox"": ""red""}","[""sneaker above shoebox""]","[""MODE""]","[""product photography"", ""white background"", ""studio lighting""]","Product photograph of a pair of white sneakers placed on their red box, on a clean white surface; the MODE logo appears on the tongue of the sneaker; studio lighting.",0.929,PASS,es,0.7884364128112793
MB062,fashion_apparel,LUXE,Fotografía de producto de una chaqueta de cuero negra colgada de una percha de madera marrón frente a una pared blanca; etiqueta «LUXE» en la chaqueta; iluminación editorial suave.,"Product photography of a black leather jacket hanging on a brown wooden hanger against a white wall, LUXE label on jacket, soft editorial lighting","[""leather jacket"", ""wooden hanger""]","{""leather jacket"": ""black"", ""wooden hanger"": ""brown""}","[""leather jacket above wooden hanger""]","[""LUXE""]","[""editorial photography"", ""white background"", ""soft lighting""]",Product photo of a black leather jacket hanging on a brown wooden hanger against a white wall; “LUXE” label on the jacket; soft editorial lighting.,0.9798,PASS,es,0.8542075157165527
MB063,fashion_apparel,FORM,Fotografía de producto de moda en la que aparece un bolso de piel de color tostado situado a la izquierda de unas gafas de sol negras sobre una superficie blanca; el logotipo de FORM figura en los herrajes del bolso; iluminación editorial limpia.,"Fashion product shot of a tan leather handbag placed to the left of black sunglasses on a white surface, FORM logo on bag hardware, clean editorial lighting","[""handbag"", ""sunglasses""]","{""handbag"": ""tan"", ""sunglasses"": ""black""}","[""handbag left of sunglasses""]","[""FORM""]","[""editorial photography"", ""white background"", ""clean lighting""]","Fashion product photograph featuring a tan-colored leather bag positioned to the left of a pair of black sunglasses on a white surface; the FORM logo appears on the bag’s hardware; clean, editorial lighting.",0.9035,PASS,es,0.8182847499847412
MB064,fashion_apparel,GRACE,"Fotografía de producto de un reloj de pulsera dorado colocado sobre un estuche de cuero negro para relojes, sobre una superficie de mármol oscuro; el logotipo de GRACE aparece en la esfera del reloj; iluminación editorial de lujo.","Product photography of a gold wristwatch placed above a black leather watch box on a dark marble surface, GRACE logo on watch face, luxury editorial lighting","[""wristwatch"", ""watch box""]","{""wristwatch"": ""gold"", ""watch box"": ""black""}","[""wristwatch above watch box""]","[""GRACE""]","[""luxury editorial"", ""dark marble"", ""dramatic lighting""]","Product photograph of a gold wristwatch placed on a black leather watch case, set on a dark marble surface; the GRACE logo appears on the watch face; luxury editorial lighting.",0.9812,PASS,es,0.8354982733726501
MB065,fashion_apparel,HAVEN,Fotografía de producto de unas gafas de sol de carey marrón colocadas sobre un estuche de cuero negro para gafas sobre un fondo blanco; en el estuche se lee «HAVEN»; fotografía de estudio nítida.,"Product photography of brown tortoiseshell sunglasses placed above a black leather glasses case on a white background, HAVEN on case, clean studio shot","[""sunglasses"", ""glasses case""]","{""sunglasses"": ""brown"", ""glasses case"": ""black""}","[""sunglasses above glasses case""]","[""HAVEN""]","[""product photography"", ""white background"", ""clean lighting""]",Product photograph of a pair of brown tortoiseshell sunglasses placed on a black leather case against a white background; the case reads “HAVEN”; sharp studio photograph.,0.9311,PASS,es,0.8121052384376526
MB066,fashion_apparel,INKE,Fotografía de producto de unas zapatillas de correr azules colocadas a la izquierda de unos calcetines deportivos blancos sobre una superficie de hormigón gris; el logotipo de INKE aparece en el talón de la zapatilla; iluminación de estilo de vida.,"Product photography of blue running shoes placed to the left of white athletic socks on a gray concrete surface, INKE logo on shoe heel, lifestyle lighting","[""running shoes"", ""athletic socks""]","{""running shoes"": ""blue"", ""athletic socks"": ""white""}","[""running shoes left of athletic socks""]","[""INKE""]","[""lifestyle photography"", ""concrete surface"", ""natural lighting""]",Product photograph of a pair of blue running shoes placed to the left of a pair of white athletic socks on a gray concrete surface; the INKE logo appears on the heel of the shoe; lifestyle lighting.,0.9267,PASS,es,0.8401904702186584
MB067,fashion_apparel,JOIE,Fotografía «flat lay» de una chaqueta vaquera azul colocada sobre un bolso de lona blanco sobre una superficie gris claro; la palabra «JOIE» aparece en el bolso; iluminación natural.,"Flat lay of a blue denim jacket placed above a white canvas tote bag on a light gray surface, JOIE on tote bag, natural lighting","[""denim jacket"", ""tote bag""]","{""denim jacket"": ""blue"", ""tote bag"": ""white""}","[""denim jacket above tote bag""]","[""JOIE""]","[""flat lay"", ""gray background"", ""natural lighting""]","A ""flat lay"" photograph of a blue denim jacket placed on top of a white canvas bag on a light gray surface; the word ""JOIE"" appears on the bag; natural lighting.",0.9441,PASS,es,0.7157444953918457
MB068,fashion_apparel,KEEN,Fotografía de producto de un bolso tote de piel marrón colocado a la izquierda de un pañuelo de seda rojo sobre una superficie de lino beige; la palabra «KEEN» grabada en relieve en el bolso; iluminación suave y cálida.,"Product photography of a brown leather tote bag placed to the left of a red silk scarf on a beige linen surface, KEEN embossed on bag, soft warm lighting","[""leather tote bag"", ""silk scarf""]","{""leather tote bag"": ""brown"", ""silk scarf"": ""red""}","[""leather tote bag left of silk scarf""]","[""KEEN""]","[""product photography"", ""linen surface"", ""warm lighting""]","Product photograph of a brown leather tote bag placed to the left of a red silk scarf on a beige linen surface; the word “KEEN” embossed on the bag; soft, warm lighting.",0.9744,PASS,es,0.8245487213134766
MB069,fashion_apparel,LACE,Fotografía de producto de estilo de vida en la que aparece una zapatilla de lona blanca colocada sobre una tabla de skate roja sobre una superficie de hormigón; el logotipo de LACE en el lateral de la zapatilla; iluminación natural urbana.,"Lifestyle product shot of a white canvas sneaker placed above a red skateboard on a concrete surface, LACE logo on sneaker side, urban natural lighting","[""canvas sneaker"", ""skateboard""]","{""canvas sneaker"": ""white"", ""skateboard"": ""red""}","[""canvas sneaker above skateboard""]","[""LACE""]","[""lifestyle photography"", ""concrete surface"", ""urban lighting""]",A lifestyle product photograph featuring a white canvas sneaker placed on a red skateboard resting on a concrete surface; the LACE logo on the side of the sneaker; natural urban lighting.,0.9552,PASS,es,0.8370614051818848
MB070,fashion_apparel,MAUVE,Fotografía de producto en plano horizontal de un sujetador deportivo rosa colocado sobre una esterilla de yoga morada sobre un suelo blanco; etiqueta «MAUVE» en la etiqueta del sujetador; iluminación brillante de estudio.,"Flat lay product shot of a pink sports bra placed above a purple yoga mat on a white floor surface, MAUVE label on bra tag, bright studio lighting","[""sports bra"", ""yoga mat""]","{""sports bra"": ""pink"", ""yoga mat"": ""purple""}","[""sports bra above yoga mat""]","[""MAUVE""]","[""flat lay"", ""white background"", ""bright lighting""]",Horizontal product photograph of a pink sports bra placed on a purple yoga mat on a white floor; “MAUVE” label on the bra; bright studio lighting.,0.9642,PASS,es,0.8059273958206177
MB071,fashion_apparel,NOIR,"Fotografía de producto en plano horizontal de una gorra de béisbol negra colocada sobre una camiseta blanca sobre un fondo gris, con la palabra «NOIR» bordada en la parte delantera de la gorra; fotografía editorial de estilo limpio.","Flat lay product shot of a black baseball cap placed above a white t-shirt on a gray background, NOIR embroidered on cap front, clean editorial shot","[""baseball cap"", ""t-shirt""]","{""baseball cap"": ""black"", ""t-shirt"": ""white""}","[""baseball cap above t-shirt""]","[""NOIR""]","[""flat lay"", ""gray background"", ""editorial""]","A horizontal product photograph of a black baseball cap placed on top of a white T-shirt against a gray background, with the word “NOIR” embroidered on the front of the cap; a clean-style editorial photograph.",0.8787,PASS,es,0.8194473385810852
MB072,fashion_apparel,ONYX,Fotografía de producto de unas botas Chelsea negras colocadas a la izquierda de un cinturón de cuero marrón sobre una superficie blanca; la palabra «ONYX» en la suela de la bota; iluminación de estudio nítida.,"Product photography of black Chelsea boots placed to the left of a brown leather belt on a white surface, ONYX on boot sole, clean studio lighting","[""Chelsea boots"", ""leather belt""]","{""Chelsea boots"": ""black"", ""leather belt"": ""brown""}","[""Chelsea boots left of leather belt""]","[""ONYX""]","[""product photography"", ""white background"", ""studio lighting""]",Product photograph of a pair of black Chelsea boots placed to the left of a brown leather belt on a white surface; the word “ONYX” on the sole of the boot; crisp studio lighting.,0.9408,PASS,es,0.8473079800605774
MB073,fashion_apparel,POISE,Fotografía de producto de estilo de vida en la que aparece un chubasquero amarillo colgado sobre un paraguas negro frente a una pared blanca; el chubasquero lleva la etiqueta «POISE» y la iluminación es nítida y de estilo editorial.,"Lifestyle product shot of a yellow raincoat hung above a black umbrella against a white wall, POISE label on raincoat, clean editorial lighting","[""raincoat"", ""umbrella""]","{""raincoat"": ""yellow"", ""umbrella"": ""black""}","[""raincoat above umbrella""]","[""POISE""]","[""lifestyle photography"", ""white wall"", ""editorial""]","A lifestyle product photograph featuring a yellow raincoat hanging over a black umbrella against a white wall; the raincoat bears the “POISE” label, and the lighting is crisp and editorial-style.",0.9294,PASS,es,0.8322504758834839
MB074,fashion_apparel,RIVE,Fotografía en plano horizontal de un jersey de lana gris colocado sobre una bufanda de punto blanca sobre una superficie de madera clara; se ve la etiqueta de RIVE; iluminación natural y suave.,"Flat lay of a gray wool sweater placed above a white knit scarf on a light wooden surface, RIVE label visible, soft natural lighting","[""wool sweater"", ""knit scarf""]","{""wool sweater"": ""gray"", ""knit scarf"": ""white""}","[""wool sweater above knit scarf""]","[""RIVE""]","[""flat lay"", ""wooden surface"", ""soft lighting""]","A horizontal shot of a gray wool sweater placed on top of a white knit scarf on a light-colored wooden surface; the RIVE label is visible; soft, natural lighting.",0.9567,PASS,es,0.7574544548988342
MB075,fashion_apparel,SILK,Fotografía de producto en plano horizontal de un bañador naranja colocado a la izquierda de un frasco blanco de crema solar sobre una superficie turquesa; la etiqueta «SILK» aparece en el frasco; iluminación brillante y veraniega.,"Product flat lay of an orange swimsuit placed to the left of a white sunscreen bottle on a turquoise surface, SILK label on bottle, bright summery lighting","[""swimsuit"", ""sunscreen bottle""]","{""swimsuit"": ""orange"", ""sunscreen bottle"": ""white""}","[""swimsuit left of sunscreen bottle""]","[""SILK""]","[""flat lay"", ""turquoise background"", ""bright lighting""]","A horizontal product photograph of an orange swimsuit placed to the left of a white bottle of sunscreen on a turquoise surface; the label “SILK” appears on the bottle; bright, summery lighting.",0.9301,PASS,es,0.7818868160247803
MB076,fashion_apparel,TONE,Fotografía de producto de una mochila azul marino colocada a la izquierda de una botella de agua plateada sobre un fondo blanco; con la inscripción «TONE» en el bolsillo delantero de la mochila; fotografía de estudio nítida.,"Product photography of a navy blue backpack placed to the left of a silver water bottle on a white background, TONE on backpack front pocket, clean studio shot","[""backpack"", ""water bottle""]","{""backpack"": ""navy"", ""water bottle"": ""silver""}","[""backpack left of water bottle""]","[""TONE""]","[""product photography"", ""white background"", ""clean lighting""]",Product photograph of a navy blue backpack placed to the left of a silver water bottle against a white background; with the word “TONE” on the front pocket of the backpack; a sharp studio photograph.,0.9418,PASS,es,0.8370227813720703
MB077,fashion_apparel,ULAN,Fotografía de moda en plano horizontal de una sudadera con capucha gris colocada sobre unos pantalones de chándal negros sobre una superficie blanca; se ve la etiqueta «ULAN» en la sudadera; iluminación editorial nítida.,"Flat lay fashion shot of a gray hoodie placed above black jogger pants on a white surface, ULAN tag visible on hoodie, clean editorial lighting","[""hoodie"", ""jogger pants""]","{""hoodie"": ""gray"", ""jogger pants"": ""black""}","[""hoodie above jogger pants""]","[""ULAN""]","[""flat lay"", ""white background"", ""editorial""]",A horizontal fashion photograph of a gray hoodie draped over black sweatpants on a white surface; the “ULAN” label is visible on the hoodie; crisp editorial lighting.,0.9229,PASS,es,0.8222726583480835
MB078,fashion_apparel,VIBE,Fotografía de producto de unos zapatos de vestir Oxford de cuero marrón colocados a la izquierda de un maletín de cuero color canela sobre un suelo de mármol oscuro; la palabra «VIBE» en la suela del zapato; iluminación editorial profesional.,"Product photography of brown leather Oxford dress shoes placed to the left of a tan leather briefcase on a dark marble floor, VIBE on shoe sole, professional editorial lighting","[""dress shoes"", ""briefcase""]","{""dress shoes"": ""brown"", ""briefcase"": ""tan""}","[""dress shoes left of briefcase""]","[""VIBE""]","[""editorial photography"", ""dark marble"", ""professional lighting""]",Product photograph of a pair of brown leather Oxford dress shoes placed to the left of a cinnamon-colored leather briefcase on a dark marble floor; the word “VIBE” on the sole of the shoe; professional editorial lighting.,0.9393,PASS,es,0.8474771976470947
MB079,fashion_apparel,WOVEN,Fotografía de producto de una chaqueta de invierno roja colocada debajo de unos guantes de cuero negros sobre un fondo blanco; etiqueta «WOVEN» en la cremallera de la chaqueta; iluminación acogedora de invierno.,"Product photography of a red winter jacket placed below black leather gloves on a white background, WOVEN label on jacket zip, cozy winter lighting","[""winter jacket"", ""leather gloves""]","{""winter jacket"": ""red"", ""leather gloves"": ""black""}","[""winter jacket below leather gloves""]","[""WOVEN""]","[""product photography"", ""white background"", ""soft lighting""]",Product photo of a red winter jacket placed beneath a pair of black leather gloves against a white background; “WOVEN” label on the jacket’s zipper; cozy winter lighting.,0.9312,PASS,es,0.8744020462036133
MB080,fashion_apparel,XARA,Fotografía de producto en plano horizontal de unos pantalones cortos deportivos negros colocados debajo de unas zapatillas blancas de running sobre el suelo gris de un gimnasio; el logotipo de XARA aparece en la cintura de los pantalones cortos; iluminación brillante de estudio.,"Flat lay product shot of black athletic shorts placed below white running sneakers on a gray gym floor, XARA logo on shorts waistband, bright studio lighting","[""athletic shorts"", ""sneakers""]","{""athletic shorts"": ""black"", ""sneakers"": ""white""}","[""athletic shorts below sneakers""]","[""XARA""]","[""flat lay"", ""gray background"", ""bright lighting""]",A horizontal product photograph of black athletic shorts placed beneath a pair of white running shoes on the gray floor of a gym; the XARA logo appears on the waistband of the shorts; bright studio lighting.,0.9225,PASS,es,0.8108949065208435
