brief_id,industry,brand_name,prompt_text,prompt_text_en,required_objects,colour_attributes,spatial_constraints,required_text,style_descriptors,back_translated,cc_score,status,language,cometkiwi_score
MB040,food_beverage,PETAL,صورة منتج لعلبة بسكويت مستديرة حمراء موضوعة على يمين كوب زجاجي أبيض من الحليب على سطح خشبي في المطبخ، وكلمة «PETAL» مكتوبة على غطاء العلبة، وإضاءة دافئة في المطبخ,"Product photography of a red round cookie tin placed to the right of a white glass of milk on a wooden kitchen surface, PETAL on tin lid, warm kitchen lighting","[""cookie tin"", ""glass of milk""]","{""cookie tin"": ""red"", ""glass of milk"": ""white""}","[""glass of milk left of cookie tin""]","[""PETAL""]","[""product photography"", ""kitchen setting"", ""warm lighting""]","A product photo of a round red cookie tin placed to the right of a white glass of milk on a wooden countertop in the kitchen; the word “PETAL” is written on the lid of the tin, and there is warm lighting in the kitchen",0.8412,REVIEW,ar,0.7659083604812622
MB041,food_beverage,QUENCH,صورة منتج لعلبة صودا زرقاء موضوعة على يسار دلو ثلج فضي فوق سطح بار داكن، مع شعار «QUENCH» على مقدمة العلبة، وإضاءة جذابة تخلق أجواءً رائعة,"Product photography of a blue soda can placed to the left of a silver ice bucket on a dark bar surface, QUENCH logo on can front, cool atmospheric lighting","[""soda can"", ""ice bucket""]","{""soda can"": ""blue"", ""ice bucket"": ""silver""}","[""soda can left of ice bucket""]","[""QUENCH""]","[""product photography"", ""dark background"", ""cool lighting""]","A product photo of a blue soda can placed to the left of a silver ice bucket on a dark bar countertop, with the “QUENCH” logo on the front of the can and attractive lighting that creates a wonderful atmosphere",0.9127,PASS,ar,0.7570498585700989
MB042,food_beverage,RIPPLE,صورة منتج لوعاء أسود من مسحوق البروتين موضوع على يسار زجاجة شاكر بيضاء على أرضية صالة رياضية، مع وجود كلمة «RIPPLE» على ملصق الوعاء، وإضاءة درامية في الصالة الرياضية,"Product photography of a black protein powder jar placed to the left of a white shaker bottle on a gym floor, RIPPLE on jar label, dramatic gym lighting","[""protein powder jar"", ""shaker bottle""]","{""protein powder jar"": ""black"", ""shaker bottle"": ""white""}","[""protein powder jar left of shaker bottle""]","[""RIPPLE""]","[""product photography"", ""gym setting"", ""dramatic lighting""]","A product photo of a black protein powder container placed to the left of a white shaker bottle on a gym floor, with the word “RIPPLE” on the container’s label and dramatic lighting in the gym",0.8788,PASS,ar,0.7576509714126587
MB043,food_beverage,SWAY,صورة منتج لزجاجة زجاجية خضراء طويلة من زيت الزيتون موضوعة فوق رأس ثوم أبيض على سطح رخامي، مع وجود ملصق «SWAY» على الزجاجة، في ضوء طبيعي خافت,"Product photography of a tall green glass olive oil bottle placed above a white garlic bulb on a marble surface, SWAY label on bottle, soft natural light","[""olive oil bottle"", ""garlic bulb""]","{""olive oil bottle"": ""green"", ""garlic bulb"": ""white""}","[""olive oil bottle above garlic bulb""]","[""SWAY""]","[""product photography"", ""marble surface"", ""soft lighting""]","A product photo of a tall green glass bottle of olive oil placed atop a head of white garlic on a marble surface, with a “SWAY” label on the bottle, in soft natural light",0.9434,PASS,ar,0.7348407506942749
MB044,food_beverage,TEMPO,صورة منتج مأخوذة من زاوية مسطحة لقطعة غرانولا ملفوفة بورق بني، موضوعة على يسار موزة صفراء ناضجة على سطح أبيض، مع ظهور كلمة «TEMPO» على الغلاف، وإضاءة استوديو ساطعة,"Product flat lay of a brown paper-wrapped granola bar placed to the left of a ripe yellow banana on a white surface, TEMPO on wrapper, bright studio lighting","[""granola bar"", ""banana""]","{""granola bar"": ""brown"", ""banana"": ""yellow""}","[""granola bar left of banana""]","[""TEMPO""]","[""flat lay"", ""white background"", ""bright lighting""]","A product photo taken from a flat-lay angle of a granola bar wrapped in brown paper, placed to the left of a ripe yellow banana on a white surface, with the word “TEMPO” visible on the wrapper, and bright studio lighting",0.8461,REVIEW,ar,0.6075626611709595
MB045,food_beverage,UMBER,صورة منتج لزجاجة قهوة «كولد برو» بنية اللون موضوعة على يسار ماصّة معدنية فضية فوق سطح خرساني داكن، مع ملصق «أومبر» على الزجاجة، وإضاءة ذات أجواء خاصة,"Product photography of a brown cold brew coffee bottle placed to the left of a silver metal straw on a dark concrete surface, UMBER label on bottle, moody lighting","[""cold brew coffee bottle"", ""metal straw""]","{""cold brew coffee bottle"": ""brown"", ""metal straw"": ""silver""}","[""cold brew coffee bottle left of metal straw""]","[""UMBER""]","[""product photography"", ""dark background"", ""moody lighting""]","A product photo of a brown “Cold Brew” coffee bottle placed to the left of a silver metal straw on a dark concrete surface, with an “Ombre” label on the bottle and atmospheric lighting",0.9271,PASS,ar,0.7772822380065918
MB046,food_beverage,VERDE,صورة منتج لعلبة مياه فوارة زرقاء موضوعة على يسار ليمونة خضراء طازجة فوق رخام أبيض، مع وجود كلمة «VERDE» على العلبة، وإضاءة طبيعية طازجة,"Product photography of a blue sparkling water can placed to the left of a fresh green lime on white marble, VERDE on can, fresh natural lighting","[""sparkling water can"", ""lime""]","{""sparkling water can"": ""blue"", ""lime"": ""green""}","[""sparkling water can left of lime""]","[""VERDE""]","[""product photography"", ""marble surface"", ""natural lighting""]","Product photo of a blue sparkling water can placed to the left of a fresh green lemon on white marble, with the word “VERDE” on the can, and fresh natural lighting",0.9533,PASS,ar,0.6578500270843506
MB047,food_beverage,WARM,صورة منتج لوعاء عسل كهرماني اللون موضوع فوق شريحة من الخبز المحمص البني على لوح خشبي مخصص للإفطار، وكلمة «WARM» مكتوبة على غطاء الوعاء، وإضاءة صباحية دافئة,"Product photography of an amber honey jar placed above a slice of brown toast on a wooden breakfast board, WARM on jar lid, cozy morning lighting","[""honey jar"", ""toast""]","{""honey jar"": ""amber"", ""toast"": ""brown""}","[""honey jar above toast""]","[""WARM""]","[""product photography"", ""wooden surface"", ""warm lighting""]","A product photo of an amber-colored honey jar placed on a slice of brown toast on a wooden breakfast board, with the word “WARM” written on the jar’s lid, and warm morning lighting",0.9188,PASS,ar,0.7528836727142334
MB048,food_beverage,XTRA,صورة منتج لزجاجة سموذي أرجوانية موضوعة على يسار حبات التوت الأحمر الطازجة على سطح أبيض، مع وجود ملصق «XTRA» على الزجاجة، وإضاءة طبيعية زاهية,"Product photography of a purple smoothie bottle placed to the left of fresh red berries on a white surface, XTRA label on bottle, vibrant natural lighting","[""smoothie bottle"", ""berries""]","{""smoothie bottle"": ""purple"", ""berries"": ""red""}","[""smoothie bottle left of berries""]","[""XTRA""]","[""product photography"", ""white background"", ""vibrant lighting""]","Product photo of a purple smoothie bottle placed to the left of fresh red berries on a white surface, with an “XTRA” label on the bottle and bright natural lighting",0.9787,PASS,ar,0.7899361252784729
MB049,food_beverage,YUMA,صورة منتج لزجاجة شاي زجاجية بيضاء موضوعة على يمين ساق من الخيزران الأخضر فوق سطح رمادي فاتح، مع وجود ملصق «YUMA» على الزجاجة، في تركيبة بسيطة على طراز «الزين»,"Product photography of a white glass tea bottle placed to the right of a green bamboo stalk on a light gray surface, YUMA label on bottle, minimal zen composition","[""tea bottle"", ""bamboo stalk""]","{""tea bottle"": ""white"", ""bamboo stalk"": ""green""}","[""tea bottle right of bamboo stalk""]","[""YUMA""]","[""product photography"", ""gray background"", ""minimal""]","A product photo of a white glass tea bottle placed to the right of a green bamboo stalk on a light gray surface, with a “YUMA” label on the bottle, in a simple “Zen”-style composition",0.9553,PASS,ar,0.702855110168457
MB050,food_beverage,ZEAL,صورة منتج لقطعة شوكولاتة بنية داكنة ملفوفة جزئيًا بورق ذهبي على سطح من الرخام الأسود، مع كتابة «ZEAL» على الغلاف، وإضاءة فاخرة على غرار الصور التحريرية,"Product photography of a dark brown chocolate bar partially wrapped in a gold foil wrapper on a black marble surface, ZEAL on wrapper, luxury editorial lighting","[""chocolate bar"", ""wrapper""]","{""chocolate bar"": ""brown"", ""wrapper"": ""gold""}","[""chocolate bar above wrapper""]","[""ZEAL""]","[""product photography"", ""black marble"", ""luxury editorial""]","A product photo of a dark brown chocolate bar partially wrapped in gold foil on a black marble surface, with the word “ZEAL” printed on the wrapper, and luxurious lighting in the style of editorial photography",0.9298,PASS,ar,0.6915071606636047
MB051,food_beverage,AMBER,صورة منتج لعلبة عصير برتقال موضوعة على يمين قشة خشبية بنية اللون فوق سطح أبيض، مع وجود كلمة «AMBER» على العلبة، وإضاءة طبيعية ساطعة,"Product photography of an orange juice pouch placed to the right of a brown wooden straw on a white surface, AMBER on pouch, natural bright lighting","[""juice pouch"", ""wooden straw""]","{""juice pouch"": ""orange"", ""wooden straw"": ""brown""}","[""juice pouch right of wooden straw""]","[""AMBER""]","[""product photography"", ""white background"", ""natural lighting""]","A product photo of an orange juice carton placed to the right of a brown wooden straw on a white surface, with the word “AMBER” on the carton, and bright natural lighting",0.8952,PASS,ar,0.765779972076416
MB052,food_beverage,BRISK,صورة مأخوذة من زاوية مسطحة لوعاء بني من زبدة اللوز موضوع فوق شرائح من الخبز الأبيض على سطح أزرق فاتح، مع كلمة «BRISK» على ملصق الوعاء، وإضاءة تعكس أجواء نمط الحياة الصباحية,"Flat lay of a brown almond butter jar placed above slices of white bread on a light blue surface, BRISK on jar label, morning lifestyle lighting","[""almond butter jar"", ""bread""]","{""almond butter jar"": ""brown"", ""bread"": ""white""}","[""almond butter jar above bread""]","[""BRISK""]","[""flat lay"", ""light blue background"", ""morning lighting""]","A flat-angle photo of a brown almond butter jar placed on top of slices of white bread on a light blue surface, with the word “BRISK” on the container’s label, and lighting that reflects a morning lifestyle atmosphere",0.8477,REVIEW,ar,0.6725742816925049
MB053,food_beverage,COVE,صورة منتج لزجاجة كومبوتشا زجاجية بنية اللون موضوعة على يمين جذر زنجبيل أصفر على سطح خشبي داكن، مع وجود ملصق «COVE» على الزجاجة، وإضاءة طبيعية تضفي جوًّا رومانسيًّا,"Product photography of a brown glass kombucha bottle placed to the right of a yellow ginger root on a dark wooden surface, COVE label on bottle, moody natural lighting","[""kombucha bottle"", ""ginger root""]","{""kombucha bottle"": ""brown"", ""ginger root"": ""yellow""}","[""ginger root left of kombucha bottle""]","[""COVE""]","[""product photography"", ""dark wood surface"", ""moody lighting""]","A product photo of a brown glass kombucha bottle placed to the right of a yellow ginger root on a dark wooden surface, with a “COVE” label on the bottle and natural lighting that creates a romantic atmosphere",0.8991,PASS,ar,0.8085243105888367
MB054,food_beverage,DRIP,صورة ترويجية لمنتج عبارة عن زجاجة مياه زرقاء موضوعة فوق باقة من أغصان النعناع الأخضر الطازجة على سطح من الرخام الأبيض، مع وجود ملصق «DRIP» على الزجاجة، وإضاءة مشرقة ونقية,"Product photography of a blue water bottle placed above a bunch of fresh green mint sprigs on a white marble surface, DRIP label on bottle, fresh bright lighting","[""water bottle"", ""mint sprigs""]","{""water bottle"": ""blue"", ""mint sprigs"": ""green""}","[""water bottle above mint sprigs""]","[""DRIP""]","[""product photography"", ""marble surface"", ""bright lighting""]","A promotional image of a product featuring a blue water bottle placed atop a bouquet of fresh green mint sprigs on a white marble surface, with a “DRIP” label on the bottle and bright, crisp lighting",0.9105,PASS,ar,0.8103493452072144
MB055,food_beverage,ELIXIR,صورة منتج لعلبة ماتشا خضراء موضوعة على يمين خفاقة من الخيزران البني فوق سطح خزفي أبيض، مع كلمة «ELIXIR» مكتوبة على غطاء العلبة، وتركيبة بسيطة مستوحاة من الطراز الياباني,"Product photography of a green matcha tin placed to the right of a brown bamboo whisk on a white ceramic surface, ELIXIR on tin lid, minimal Japanese-inspired composition","[""matcha tin"", ""bamboo whisk""]","{""matcha tin"": ""green"", ""bamboo whisk"": ""brown""}","[""matcha tin right of bamboo whisk""]","[""ELIXIR""]","[""product photography"", ""ceramic surface"", ""minimal""]","A product photo of a green matcha tin placed to the right of a brown bamboo whisk on a white ceramic surface, with the word “ELIXIR” written on the lid of the tin, and a simple composition inspired by Japanese style",0.8753,PASS,ar,0.7189756035804749
MB056,food_beverage,FERN,صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر علبة حليب الشوفان البيضاء موضوعة على يمين وعاء خزفي بني مملوء بالجرانولا على طاولة خشبية، مع ظهور كلمة «FERN» على واجهة العلبة، في إضاءة صباحية دافئة,"Lifestyle product shot of a white oat milk carton placed to the right of a brown ceramic bowl filled with granola on a wooden table, FERN on carton front, warm morning lighting","[""oat milk carton"", ""ceramic bowl""]","{""oat milk carton"": ""white"", ""ceramic bowl"": ""brown""}","[""oat milk carton right of ceramic bowl""]","[""FERN""]","[""lifestyle photography"", ""wooden surface"", ""warm lighting""]","A promotional image for a lifestyle product shows a white carton of oat milk placed to the right of a brown ceramic bowl filled with granola on a wooden table, with the word “FERN” visible on the front of the carton, in warm morning light",0.9364,PASS,ar,0.7932484745979309
MB057,food_beverage,GUSTO,صورة ترويجية لمنتج عبارة عن علبة بيضاء من الألومنيوم تحتوي على ماء جوز الهند، موضوعة على يمين جوزة هند بنية اللون فوق سطح رملي، مع وجود كلمة «GUSTO» مكتوبة على العلبة، وإضاءة استوائية مشرقة,"Product photography of a white aluminum coconut water can placed to the right of a brown coconut on a sandy surface, GUSTO on can, tropical bright lighting","[""coconut water can"", ""coconut""]","{""coconut water can"": ""white"", ""coconut"": ""brown""}","[""coconut water can right of coconut""]","[""GUSTO""]","[""product photography"", ""sandy surface"", ""tropical lighting""]","A promotional image of a product—a white aluminum can containing coconut water—placed to the right of a brown coconut on a sandy surface, with the word “GUSTO” written on the can, and bright tropical lighting",0.8949,PASS,ar,0.7568507194519043
MB058,food_beverage,HERBA,صورة منتج لزجاجة شوت صغيرة من الزجاج الأصفر موضوعة فوق جذر كركم برتقالي طازج على سطح أبيض، مع وجود ملصق «HERBA» على الزجاجة، وإضاءة استوديو نقية,"Product photography of a small yellow glass shot bottle placed above a fresh orange turmeric root on a white surface, HERBA label on bottle, clean studio lighting","[""shot bottle"", ""turmeric root""]","{""shot bottle"": ""yellow"", ""turmeric root"": ""orange""}","[""shot bottle above turmeric root""]","[""HERBA""]","[""product photography"", ""white background"", ""studio lighting""]","Product photo of a small yellow glass shot glass placed on top of a fresh orange turmeric root on a white surface, with a “HERBA” label on the glass and clean studio lighting",0.9265,PASS,ar,0.7564057111740112
MB059,food_beverage,INFUSE,صورة منتج لزجاجة عصير فوارة من الزجاج الأرجواني موضوعة على يمين عنقود عنب أخضر فوق رخام أبيض، مع وجود ملصق «INFUSE» على الزجاجة، وإضاءة أنيقة,"Product photography of a purple glass sparkling juice bottle placed to the right of a bunch of green grapes on white marble, INFUSE label on bottle, elegant lighting","[""sparkling juice bottle"", ""grapes""]","{""sparkling juice bottle"": ""purple"", ""grapes"": ""green""}","[""sparkling juice bottle right of grapes""]","[""INFUSE""]","[""product photography"", ""marble surface"", ""elegant lighting""]","Product photo of a purple glass bottle of sparkling juice placed to the right of a bunch of green grapes on white marble, with an “INFUSE” label on the bottle and elegant lighting",0.9672,PASS,ar,0.7102733850479126
MB060,food_beverage,JUVO,صورة منتج لزجاجة عصير خضراء معصورة على البارد، موضوعة أسفل جزر برتقالي طازج على سطح خشبي أبيض، مع وجود ملصق «JUVO» على الزجاجة، وإضاءة طبيعية ساطعة,"Product photography of a green cold press juice bottle placed below fresh orange carrots on a white wooden surface, JUVO label on bottle, bright natural lighting","[""juice bottle"", ""carrots""]","{""juice bottle"": ""green"", ""carrots"": ""orange""}","[""juice bottle below carrots""]","[""JUVO""]","[""product photography"", ""white wood surface"", ""natural lighting""]","Product photo of a green bottle of cold-pressed juice, placed beneath fresh orange carrots on a white wooden surface, with a “JUVO” label on the bottle and bright natural lighting",0.9509,PASS,ar,0.5914359092712402
MB061,fashion_apparel,MODE,صورة منتج لحذاء رياضي أبيض موضوع فوق صندوقه الأحمر على سطح أبيض نظيف، مع شعار MODE على لسان الحذاء، وإضاءة الاستوديو,"Product photography of a white sneaker placed above its red shoebox on a clean white surface, MODE logo on shoe tongue, studio lighting","[""sneaker"", ""shoebox""]","{""sneaker"": ""white"", ""shoebox"": ""red""}","[""sneaker above shoebox""]","[""MODE""]","[""product photography"", ""white background"", ""studio lighting""]","Product photo of a pair of white sneakers placed on top of their red box on a clean white surface, with the MODE logo on the tongue of the shoe, and studio lighting",0.9243,PASS,ar,0.6858758926391602
MB062,fashion_apparel,LUXE,صورة منتج لسترة جلدية سوداء معلقة على علاقة خشبية بنية اللون أمام حائط أبيض، مع وجود علامة «LUXE» على السترة، وإضاءة تحريرية ناعمة,"Product photography of a black leather jacket hanging on a brown wooden hanger against a white wall, LUXE label on jacket, soft editorial lighting","[""leather jacket"", ""wooden hanger""]","{""leather jacket"": ""black"", ""wooden hanger"": ""brown""}","[""leather jacket above wooden hanger""]","[""LUXE""]","[""editorial photography"", ""white background"", ""soft lighting""]","A product photo of a black leather jacket hanging on a brown wooden hanger in front of a white wall, with the word “LUXE” visible on the jacket and soft, artistic lighting",0.9461,PASS,ar,0.707537055015564
MB063,fashion_apparel,FORM,صورة ترويجية لمنتج أزياء تُظهر حقيبة يد جلدية بلون بني فاتح موضوعة على يسار نظارات شمسية سوداء فوق سطح أبيض، مع شعار FORM على قطع التثبيت المعدنية للحقيبة، وإضاءة تحريرية بسيطة,"Fashion product shot of a tan leather handbag placed to the left of black sunglasses on a white surface, FORM logo on bag hardware, clean editorial lighting","[""handbag"", ""sunglasses""]","{""handbag"": ""tan"", ""sunglasses"": ""black""}","[""handbag left of sunglasses""]","[""FORM""]","[""editorial photography"", ""white background"", ""clean lighting""]","A promotional image for a fashion product showing a light brown leather handbag placed to the left of a pair of black sunglasses on a white surface, with the FORM logo on the bag’s metal hardware and simple editorial lighting",0.8112,REVIEW,ar,0.7868934869766235
MB064,fashion_apparel,GRACE,صورة ترويجية لمنتج تُظهر ساعة يد ذهبية موضوعة فوق صندوق ساعات من الجلد الأسود على سطح رخامي داكن، مع شعار «GRACE» على وجه الساعة، وإضاءة فاخرة على غرار الصور التحريرية,"Product photography of a gold wristwatch placed above a black leather watch box on a dark marble surface, GRACE logo on watch face, luxury editorial lighting","[""wristwatch"", ""watch box""]","{""wristwatch"": ""gold"", ""watch box"": ""black""}","[""wristwatch above watch box""]","[""GRACE""]","[""luxury editorial"", ""dark marble"", ""dramatic lighting""]","A promotional product image showing a gold wristwatch placed on top of a black leather watch box on a dark marble surface, with the “GRACE” logo on the watch face and luxurious lighting reminiscent of editorial photography",0.9131,PASS,ar,0.7223434448242188
MB065,fashion_apparel,HAVEN,صورة منتج لنظارات شمسية بلون بني مرقط موضوعة فوق حافظة نظارات جلدية سوداء على خلفية بيضاء، مع كتابة «HAVEN» على الحافظة، لقطة استوديو واضحة,"Product photography of brown tortoiseshell sunglasses placed above a black leather glasses case on a white background, HAVEN on case, clean studio shot","[""sunglasses"", ""glasses case""]","{""sunglasses"": ""brown"", ""glasses case"": ""black""}","[""sunglasses above glasses case""]","[""HAVEN""]","[""product photography"", ""white background"", ""clean lighting""]","Product photo of brown-patterned sunglasses placed on a black leather case against a white background, with the word “HAVEN” written on the case; a clear studio shot",0.8867,PASS,ar,0.6751879453659058
MB066,fashion_apparel,INKE,صورة منتج لأحذية جري زرقاء موضوعة على يسار جوارب رياضية بيضاء على سطح خرساني رمادي، مع شعار INKE على كعب الحذاء، وإضاءة تعكس نمط الحياة,"Product photography of blue running shoes placed to the left of white athletic socks on a gray concrete surface, INKE logo on shoe heel, lifestyle lighting","[""running shoes"", ""athletic socks""]","{""running shoes"": ""blue"", ""athletic socks"": ""white""}","[""running shoes left of athletic socks""]","[""INKE""]","[""lifestyle photography"", ""concrete surface"", ""natural lighting""]","A product photo of blue running shoes placed to the left of white athletic socks on a gray concrete surface, with the INKE logo on the heel of the shoe, and lighting that reflects a lifestyle",0.9341,PASS,ar,0.7157522439956665
MB067,fashion_apparel,JOIE,صورة ممددة لسترة جينز زرقاء موضوعة فوق حقيبة قماشية بيضاء على سطح رمادي فاتح، مع كتابة «JOIE» على الحقيبة، وإضاءة طبيعية,"Flat lay of a blue denim jacket placed above a white canvas tote bag on a light gray surface, JOIE on tote bag, natural lighting","[""denim jacket"", ""tote bag""]","{""denim jacket"": ""blue"", ""tote bag"": ""white""}","[""denim jacket above tote bag""]","[""JOIE""]","[""flat lay"", ""gray background"", ""natural lighting""]","A wide-angle shot of a blue denim jacket draped over a white canvas bag on a light gray surface, with the word “JOIE” written on the bag, and natural lighting",0.9244,PASS,ar,0.7016299962997437
MB068,fashion_apparel,KEEN,صورة منتج لحقيبة يد جلدية بنية اللون موضوعة على يسار وشاح حريري أحمر فوق سطح من الكتان البيج، مع شعار «KEEN» منقوش على الحقيبة، وإضاءة ناعمة ودافئة,"Product photography of a brown leather tote bag placed to the left of a red silk scarf on a beige linen surface, KEEN embossed on bag, soft warm lighting","[""leather tote bag"", ""silk scarf""]","{""leather tote bag"": ""brown"", ""silk scarf"": ""red""}","[""leather tote bag left of silk scarf""]","[""KEEN""]","[""product photography"", ""linen surface"", ""warm lighting""]","Product photo of a brown leather handbag placed to the left of a red silk scarf on a beige linen surface, with the “KEEN” logo embossed on the bag, and soft, warm lighting",0.9473,PASS,ar,0.74319988489151
MB069,fashion_apparel,LACE,صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر حذاءً رياضيًّا قماشيًّا أبيض موضوعًا فوق لوح تزلج أحمر على سطح خرساني، مع شعار LACE على جانب الحذاء، في إضاءة طبيعية حضرية,"Lifestyle product shot of a white canvas sneaker placed above a red skateboard on a concrete surface, LACE logo on sneaker side, urban natural lighting","[""canvas sneaker"", ""skateboard""]","{""canvas sneaker"": ""white"", ""skateboard"": ""red""}","[""canvas sneaker above skateboard""]","[""LACE""]","[""lifestyle photography"", ""concrete surface"", ""urban lighting""]","A promotional image for a lifestyle product showing a pair of white canvas sneakers placed on top of a red skateboard on a concrete surface, with the LACE logo on the side of the shoe, in natural urban lighting",0.8602,PASS,ar,0.8078925609588623
MB070,fashion_apparel,MAUVE,صورة منتج بتقنية «فلات لاي» لصدريّة رياضية وردية موضوعة فوق سجادة يوغا أرجوانية على أرضية بيضاء، مع وجود ملصق «MAUVE» على علامة الصدريّة، وإضاءة استوديو ساطعة,"Flat lay product shot of a pink sports bra placed above a purple yoga mat on a white floor surface, MAUVE label on bra tag, bright studio lighting","[""sports bra"", ""yoga mat""]","{""sports bra"": ""pink"", ""yoga mat"": ""purple""}","[""sports bra above yoga mat""]","[""MAUVE""]","[""flat lay"", ""white background"", ""bright lighting""]","A ""Flat Lay"" product photo of a pink sports bra placed on a purple yoga mat on a white floor, featuring a ""MAUVE"" label on the bra, with bright studio lighting",0.9442,PASS,ar,0.7021156549453735
MB071,fashion_apparel,NOIR,صورة منتج بتقنية «فلات لاي» لقبعة بيسبول سوداء موضوعة فوق قميص أبيض على خلفية رمادية، مع كلمة «NOIR» مطرزة على مقدمة القبعة، صورة تحريرية أنيقة,"Flat lay product shot of a black baseball cap placed above a white t-shirt on a gray background, NOIR embroidered on cap front, clean editorial shot","[""baseball cap"", ""t-shirt""]","{""baseball cap"": ""black"", ""t-shirt"": ""white""}","[""baseball cap above t-shirt""]","[""NOIR""]","[""flat lay"", ""gray background"", ""editorial""]","A ""Flat Lay"" product photo of a black baseball cap placed on top of a white T-shirt against a gray background, with the word ""NOIR"" embroidered on the front of the cap; a stylish editorial image",0.9371,PASS,ar,0.7185910940170288
MB072,fashion_apparel,ONYX,صورة منتج لأحذية «تشيلسي» سوداء موضوعة على يسار حزام جلدي بني فوق سطح أبيض، مع وجود كلمة «ONYX» على نعل الحذاء، وإضاءة استوديو نقية,"Product photography of black Chelsea boots placed to the left of a brown leather belt on a white surface, ONYX on boot sole, clean studio lighting","[""Chelsea boots"", ""leather belt""]","{""Chelsea boots"": ""black"", ""leather belt"": ""brown""}","[""Chelsea boots left of leather belt""]","[""ONYX""]","[""product photography"", ""white background"", ""studio lighting""]","A product photo of black ""Chelsea"" boots placed to the left of a brown leather belt on a white background, with the word ""ONYX"" on the sole of the boot, and crisp studio lighting",0.9431,PASS,ar,0.742202639579773
MB073,fashion_apparel,POISE,صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر معطفًا مطريًّا أصفر معلَّقًا فوق مظلة سوداء على خلفية جدار أبيض، مع وجود شعار «POISE» على المعطف، وإضاءة تحريرية بسيطة,"Lifestyle product shot of a yellow raincoat hung above a black umbrella against a white wall, POISE label on raincoat, clean editorial lighting","[""raincoat"", ""umbrella""]","{""raincoat"": ""yellow"", ""umbrella"": ""black""}","[""raincoat above umbrella""]","[""POISE""]","[""lifestyle photography"", ""white wall"", ""editorial""]","A promotional image for a lifestyle product showing a yellow raincoat hanging over a black umbrella against a white wall, with the “POISE” logo on the raincoat and simple stylized lighting",0.8962,PASS,ar,0.791295051574707
MB074,fashion_apparel,RIVE,صورة مأخوذة من زاوية علوية لسترة صوفية رمادية موضوعة فوق وشاح أبيض محبوك على سطح خشبي فاتح، مع ظهور علامة «RIVE»، وإضاءة طبيعية ناعمة,"Flat lay of a gray wool sweater placed above a white knit scarf on a light wooden surface, RIVE label visible, soft natural lighting","[""wool sweater"", ""knit scarf""]","{""wool sweater"": ""gray"", ""knit scarf"": ""white""}","[""wool sweater above knit scarf""]","[""RIVE""]","[""flat lay"", ""wooden surface"", ""soft lighting""]","A top-down view of a gray wool sweater draped over a white knitted scarf on a light-colored wooden surface, featuring the “RIVE” logo and soft natural lighting",0.9212,PASS,ar,0.5477142930030823
MB075,fashion_apparel,SILK,صورة منتج مأخوذة من زاوية مسطحة لملابس سباحة برتقالية اللون موضوعة على يسار زجاجة بيضاء من واقي الشمس على سطح باللون الفيروزي، مع وجود ملصق «SILK» على الزجاجة، وإضاءة صيفية مشرقة,"Product flat lay of an orange swimsuit placed to the left of a white sunscreen bottle on a turquoise surface, SILK label on bottle, bright summery lighting","[""swimsuit"", ""sunscreen bottle""]","{""swimsuit"": ""orange"", ""sunscreen bottle"": ""white""}","[""swimsuit left of sunscreen bottle""]","[""SILK""]","[""flat lay"", ""turquoise background"", ""bright lighting""]","A flat-lay product photo of orange swimwear placed to the left of a white bottle of sunscreen on a turquoise surface, with a “SILK” label on the bottle, and bright summer lighting",0.9373,PASS,ar,0.6361395716667175
MB076,fashion_apparel,TONE,صورة منتج لحقيبة ظهر زرقاء داكنة موضوعة على يسار زجاجة مياه فضية على خلفية بيضاء، مع وجود كلمة «TONE» على الجيب الأمامي للحقيبة، صورة استوديو واضحة,"Product photography of a navy blue backpack placed to the left of a silver water bottle on a white background, TONE on backpack front pocket, clean studio shot","[""backpack"", ""water bottle""]","{""backpack"": ""navy"", ""water bottle"": ""silver""}","[""backpack left of water bottle""]","[""TONE""]","[""product photography"", ""white background"", ""clean lighting""]","Product photo of a dark blue backpack placed to the left of a silver water bottle against a white background, with the word “TONE” on the backpack’s front pocket; clear studio photo",0.9249,PASS,ar,0.7258527278900146
MB077,fashion_apparel,ULAN,صورة أزياء بتقنية «فلات لاي» تُظهر سترة رمادية بغطاء رأس موضوعة فوق بنطال جري أسود على سطح أبيض، مع ظهور علامة «ULAN» بوضوح على السترة، وإضاءة تحريرية نقية,"Flat lay fashion shot of a gray hoodie placed above black jogger pants on a white surface, ULAN tag visible on hoodie, clean editorial lighting","[""hoodie"", ""jogger pants""]","{""hoodie"": ""gray"", ""jogger pants"": ""black""}","[""hoodie above jogger pants""]","[""ULAN""]","[""flat lay"", ""white background"", ""editorial""]","A ""Flat Lay"" fashion photo shows a gray hoodie paired with black running pants on a white background, with the ""ULAN"" logo clearly visible on the hoodie and clean, editorial lighting.",0.9261,PASS,ar,0.7242469191551208
