brief_id,prompt_en,prompt_ar,brand_name,tokens_en,tokens_ar,en_truncated,ar_truncated,ar_tokens_dropped,token_ratio_ar_over_en,brand_char_fraction,ar_survival_fraction,brand_likely_truncated
MB069,"Lifestyle product shot of a white canvas sneaker placed above a red skateboard on a concrete surface, LACE logo on sneaker side, urban natural lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر حذاءً رياضيًّا قماشيًّا أبيض موضوعًا فوق لوح تزلج أحمر على سطح خرساني، مع شعار LACE على جانب الحذاء، في إضاءة طبيعية حضرية,LACE,27,158,False,True,83,5.851851851851852,0.7425149700598802,0.47468354430379744,True
MB070,"Flat lay product shot of a pink sports bra placed above a purple yoga mat on a white floor surface, MAUVE label on bra tag, bright studio lighting",صورة منتج بتقنية «فلات لاي» لصدريّة رياضية وردية موضوعة فوق سجادة يوغا أرجوانية على أرضية بيضاء، مع وجود ملصق «MAUVE» على علامة الصدريّة، وإضاءة استوديو ساطعة,MAUVE,31,141,False,True,66,4.548387096774194,0.7025316455696202,0.5319148936170213,True
MB071,"Flat lay product shot of a black baseball cap placed above a white t-shirt on a gray background, NOIR embroidered on cap front, clean editorial shot",صورة منتج بتقنية «فلات لاي» لقبعة بيسبول سوداء موضوعة فوق قميص أبيض على خلفية رمادية، مع كلمة «NOIR» مطرزة على مقدمة القبعة، صورة تحريرية أنيقة,NOIR,30,123,False,True,48,4.1,0.6643356643356644,0.6097560975609756,True
MB072,"Product photography of black Chelsea boots placed to the left of a brown leather belt on a white surface, ONYX on boot sole, clean studio lighting",صورة منتج لأحذية «تشيلسي» سوداء موضوعة على يسار حزام جلدي بني فوق سطح أبيض، مع وجود كلمة «ONYX» على نعل الحذاء، وإضاءة استوديو نقية,ONYX,28,119,False,True,44,4.25,0.6870229007633588,0.6302521008403361,True
MB073,"Lifestyle product shot of a yellow raincoat hung above a black umbrella against a white wall, POISE label on raincoat, clean editorial lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر معطفًا مطريًّا أصفر معلَّقًا فوق مظلة سوداء على خلفية جدار أبيض، مع وجود شعار «POISE» على المعطف، وإضاءة تحريرية بسيطة,POISE,27,153,False,True,78,5.666666666666667,0.7607361963190185,0.49019607843137253,True
MB074,"Flat lay of a gray wool sweater placed above a white knit scarf on a light wooden surface, RIVE label visible, soft natural lighting",صورة مأخوذة من زاوية علوية لسترة صوفية رمادية موضوعة فوق وشاح أبيض محبوك على سطح خشبي فاتح، مع ظهور علامة «RIVE»، وإضاءة طبيعية ناعمة,RIVE,26,121,False,True,46,4.653846153846154,0.8045112781954887,0.6198347107438017,True
MB075,"Product flat lay of an orange swimsuit placed to the left of a white sunscreen bottle on a turquoise surface, SILK label on bottle, bright summery lighting",صورة منتج مأخوذة من زاوية مسطحة لملابس سباحة برتقالية اللون موضوعة على يسار زجاجة بيضاء من واقي الشمس على سطح باللون الفيروزي، مع وجود ملصق «SILK» على الزجاجة، وإضاءة صيفية مشرقة,SILK,30,155,False,True,80,5.166666666666667,0.7921348314606742,0.4838709677419355,True
MB076,"Product photography of a navy blue backpack placed to the left of a silver water bottle on a white background, TONE on backpack front pocket, clean studio shot",صورة منتج لحقيبة ظهر زرقاء داكنة موضوعة على يسار زجاجة مياه فضية على خلفية بيضاء، مع وجود كلمة «TONE» على الجيب الأمامي للحقيبة، صورة استوديو واضحة,TONE,30,126,False,True,51,4.2,0.6530612244897959,0.5952380952380952,True
MB077,"Flat lay fashion shot of a gray hoodie placed above black jogger pants on a white surface, ULAN tag visible on hoodie, clean editorial lighting",صورة أزياء بتقنية «فلات لاي» تُظهر سترة رمادية بغطاء رأس موضوعة فوق بنطال جري أسود على سطح أبيض، مع ظهور علامة «ULAN» بوضوح على السترة، وإضاءة تحريرية نقية,ULAN,29,142,False,True,67,4.896551724137931,0.7225806451612903,0.528169014084507,True
MB078,"Product photography of brown leather Oxford dress shoes placed to the left of a tan leather briefcase on a dark marble floor, VIBE on shoe sole, professional editorial lighting",صورة منتج لأحذية «أوكسفورد» الرسمية المصنوعة من الجلد البني، موضوعة على يسار حقيبة يد جلدية بلون بني فاتح على أرضية رخامية داكنة، مع وجود كلمة «VIBE» على نعل الحذاء، وإضاءة احترافية خاصة بالتصوير التحريري,VIBE,32,175,False,True,100,5.46875,0.7058823529411765,0.42857142857142855,True
MB079,"Product photography of a red winter jacket placed below black leather gloves on a white background, WOVEN label on jacket zip, cozy winter lighting",صورة منتج لسترة شتوية حمراء موضوعة أسفل قفازات جلدية سوداء على خلفية بيضاء، مع وجود ملصق «WOVEN» على سحاب السترة، وإضاءة شتوية دافئة,WOVEN,26,117,False,True,42,4.5,0.6818181818181818,0.6410256410256411,True
MB080,"Flat lay product shot of black athletic shorts placed below white running sneakers on a gray gym floor, XARA logo on shorts waistband, bright studio lighting",صورة منتج بتقنية «فلات لاي» لشورت رياضي أسود موضوع أسفل حذاء جري أبيض على أرضية صالة رياضية رمادية، مع شعار XARA على حزام الخصر للشورت، وإضاءة استوديو ساطعة,XARA,30,137,False,True,62,4.566666666666666,0.6923076923076923,0.5474452554744526,True
MB081,"Lifestyle flat lay of a beige canvas tote bag placed to the left of a white paperback book on a wooden surface, YARN on tote side, warm natural lighting",صورة «فلات لاي» تعكس أسلوب الحياة، تُظهر حقيبة قماشية باللون البيج موضوعة على يسار كتاب ورقي أبيض على سطح خشبي، مع ظهور كلمة «YARN» على جانب الحقيبة، في إضاءة طبيعية دافئة,YARN,31,151,False,True,76,4.870967741935484,0.7368421052631579,0.4966887417218543,True
MB082,"Fashion editorial product shot of a beige trench coat hung below a black umbrella against a white wall, ZOLA label on coat, clean editorial lighting",صورة ترويجية لأزياء تُظهر معطفًا طويلًا باللون البيج مُعلَّقًا أسفل مظلة سوداء أمام جدار أبيض، مع وجود علامة «ZOLA» على المعطف، وإضاءة ترويجية بسيطة,ZOLA,27,141,False,True,66,5.222222222222222,0.7432432432432432,0.5319148936170213,True
MB083,"Product photography of black cycling shorts placed to the right of a white cycling helmet on a light gray surface, AEON logo on helmet side, clean studio shot",صورة منتج لشورت ركوب دراجات أسود موضوع على يمين خوذة ركوب دراجات بيضاء على سطح رمادي فاتح، مع شعار AEON على جانب الخوذة، لقطة استوديو واضحة,AEON,31,123,False,True,48,3.967741935483871,0.7122302158273381,0.6097560975609756,True
MB084,"Product photography of a black leather wallet placed below silver coins on a dark marble surface, BRIM embossed on wallet front, luxury editorial lighting",صورة ترويجية لمنتج تتمثل في محفظة جلدية سوداء موضوعة أسفل عملات فضية على سطح رخامي داكن، مع شعار «BRIM» منقوش على واجهة المحفظة، وإضاءة فاخرة على غرار الصور التحريرية,BRIM,28,146,False,True,71,5.214285714285714,0.5903614457831325,0.5136986301369864,True
MB085,"Flat lay fashion shot of a gray knit beanie hat placed below a navy jacket on a white surface, CORD tag on beanie, clean natural lighting",صورة أزياء بتقنية «فلات لاي» لقبعة صوفية رمادية موضوعة أسفل سترة زرقاء داكنة على سطح أبيض، مع وجود علامة «CORD» على القبعة، وإضاءة طبيعية نقية,CORD,28,125,False,True,50,4.464285714285714,0.7464788732394366,0.6,True
MB086,"Fashion product photography of black platform heels placed to the right of a red leather clutch bag on a gold surface, DUSK logo on heel, glamorous editorial lighting",صورة ترويجية لمنتج أزياء تُظهر حذاءً بكعب عالٍ أسود موضوعًا على يمين حقيبة كلتش جلدية حمراء فوق سطح ذهبي، مع شعار DUSK على الكعب، وإضاءة تصويرية ساحرة,DUSK,30,140,False,True,65,4.666666666666667,0.76,0.5357142857142857,True
MB087,"Product photography of green cargo pants placed below brown leather boots on a white background, ZYLO label on pants waistband, clean studio lighting",صورة منتج لسروال كارغو أخضر موضوع أسفل حذاء جلدي بني على خلفية بيضاء، مع وجود علامة ZYLO على حزام الخصر، وإضاءة استوديو واضحة,ZYLO,28,113,False,True,38,4.035714285714286,0.672,0.6637168141592921,True
MB088,"Flat lay product shot of a navy blue silk tie placed below a white dress shirt on a gray surface, FINN woven on tie label, professional editorial lighting",صورة منتج بتقنية «فلات لاي» لربطة عنق حريرية باللون الأزرق الداكن موضوعة أسفل قميص أبيض على سطح رمادي، مع كلمة «FINN» منسوجة على ملصق ربطة العنق، وإضاءة احترافية على غرار الصور التحريرية,FINN,30,161,False,True,86,5.366666666666666,0.6021505376344086,0.4658385093167702,True
MB089,"Lifestyle flat lay of purple gym leggings placed to the right of white sports shoes on a clean gym floor, GILD logo on leggings waistband, bright studio lighting",صورة «فلات لاي» تعكس أسلوب الحياة، تُظهر بنطال رياضي أرجواني موضوعًا على يمين حذاء رياضي أبيض على أرضية صالة رياضية نظيفة، مع شعار GILD على حزام الخصر، وإضاءة استوديو ساطعة,GILD,32,156,False,True,81,4.875,0.7616279069767442,0.4807692307692308,True
MB090,"Summer lifestyle flat lay of tan leather sandals placed to the right of a white straw beach hat on a sandy surface, HAZE logo on sandal strap, bright natural lighting",تصوير «فلات لاي» يعكس أسلوب الحياة الصيفي، حيث تظهر صندل جلدية بلون بني فاتح موضوعة على يمين قبعة شاطئية بيضاء مصنوعة من القش على سطح رملي، مع شعار HAZE على حزام الصندل، وإضاءة طبيعية ساطعة,HAZE,32,167,False,True,92,5.21875,0.783068783068783,0.4491017964071856,True
MB091,"Automotive product photography of a red sports car placed to the left of a white racing helmet on a dark studio floor, TORQ logo on car hood, dramatic studio lighting",صورة ترويجية لسيارة رياضية حمراء موضوعة على يسار خوذة سباق بيضاء على أرضية استوديو داكنة، مع شعار «TORQ» على غطاء محرك السيارة، وإضاءة استوديو مثيرة,TORQ,33,132,False,True,57,4.0,0.668918918918919,0.5681818181818182,True
MB092,"Product photography of a white electric car with a green charging cable placed to its left on a clean studio floor, RUSH logo on car door, clean white background",صورة منتج لسيارة كهربائية بيضاء مع كابل شحن أخضر موضوع على يسارها على أرضية استوديو نظيفة، وشعار RUSH على باب السيارة، وخلفية بيضاء نظيفة,RUSH,31,123,False,True,48,3.967741935483871,0.708029197080292,0.6097560975609756,True
MB093,"Automotive product shot of a black SUV with a silver roof rack mounted above on a white studio floor, FORGE on hood, dramatic studio lighting",صورة ترويجية لسيارة دفع رباعي سوداء مزودة بحامل سقف فضي مثبت فوقها، على أرضية استوديو بيضاء، مع شعار «FORGE» على غطاء المحرك، وإضاءة استوديو درامية,FORGE,27,130,False,True,55,4.814814814814815,0.6938775510204082,0.5769230769230769,True
MB094,"Product photography of a black motorcycle placed to the left of a white full-face helmet on a dark studio floor, HELIX logo on motorcycle tank, dramatic studio lighting",صورة منتج لدراجة نارية سوداء موضوعة على يسار خوذة بيضاء تغطي الوجه بالكامل على أرضية استوديو داكنة، وشعار HELIX على خزان الوقود للدراجة النارية، وإضاءة استوديو درامية,HELIX,32,139,False,True,64,4.34375,0.6385542168674698,0.539568345323741,True
MB095,"Automotive product shot of a blue sports car with a black tire placed below on a white studio floor, JOLT on car hood, clean dramatic lighting",صورة منتج سيارات لسيارة رياضية زرقاء مع إطار أسود موضوع أسفلها على أرضية استوديو بيضاء، وشعار «JOLT» على غطاء محرك السيارة، وإضاءة درامية واضحة,JOLT,29,128,False,True,53,4.413793103448276,0.6643356643356644,0.5859375,True
MB096,"Product photography of an orange pickup truck placed to the left of a black metal toolbox on a concrete surface, KINETIC on truck door, outdoor natural lighting",صورة منتج لشاحنة بيك آب برتقالية اللون موضوعة على يسار صندوق أدوات معدني أسود على سطح خرساني، مع وجود كلمة «KINETIC» على باب الشاحنة، وإضاءة طبيعية في الهواء الطلق,KINETIC,29,139,False,True,64,4.793103448275862,0.6625766871165644,0.539568345323741,True
MB097,"Product photography of a white electric scooter placed to the left of a black safety helmet on a gray urban sidewalk, LAUNCH on scooter deck, clean natural lighting",صورة منتج لسكوتر كهربائي أبيض موضوع على يسار خوذة أمان سوداء على رصيف حضري رمادي، وكلمة «LAUNCH» مكتوبة على سطح السكوتر، وإضاءة طبيعية نقية,LAUNCH,32,125,False,True,50,3.90625,0.6402877697841727,0.6,True
MB098,"Product photography of a silver compact city car placed to the left of a white parking sign on a city street, MOTION logo on car hood, bright urban lighting",صورة ترويجية لسيارة مدينة صغيرة فضية اللون موضوعة على يسار لافتة وقوف بيضاء في أحد شوارع المدينة، مع شعار «MOTION» على غطاء محرك السيارة، وإضاءة حضرية ساطعة,MOTION,31,132,False,True,57,4.258064516129032,0.6858974358974359,0.5681818181818182,True
MB099,"Product photography of a yellow convertible car placed above a silver car key on a dark showroom floor, PULSE on car door, dramatic showroom lighting",صورة ترويجية لسيارة مكشوفة صفراء موضوعة فوق مفتاح سيارة فضي على أرضية صالة عرض داكنة، وكلمة «PULSE» مكتوبة على باب السيارة، وإضاءة درامية في صالة العرض,PULSE,27,126,False,True,51,4.666666666666667,0.6158940397350994,0.5952380952380952,True
MB100,"Product photography of a green hybrid car placed to the left of a navy solar panel on a clean studio surface, QUEST on car hood, clean white studio background",صورة منتج لسيارة هجينة خضراء موضوعة على يسار لوح شمسي أزرق داكن على سطح نظيف في الاستوديو، مع وجود شعار «QUEST» على غطاء محرك السيارة، وخلفية بيضاء نظيفة في الاستوديو,QUEST,31,145,False,True,70,4.67741935483871,0.6325301204819277,0.5172413793103449,True
MB101,"Dramatic product shot of a red racing car placed to the left of a black and white checkered flag on a racing track, RACER logo on car hood, dramatic race lighting",صورة مثيرة لسيارة سباق حمراء موضوعة على يسار علم مربّع بالأبيض والأسود على مضمار سباق، مع شعار «RACER» على غطاء محرك السيارة، وإضاءة سباق مثيرة,RACER,34,127,False,True,52,3.735294117647059,0.6713286713286714,0.5905511811023622,True
MB102,"Product photography of a silver sports motorcycle placed above black leather racing gloves on a dark studio surface, SPEED on motorcycle fairing, dramatic studio lighting",صورة منتج لدراجة نارية رياضية فضية موضوعة فوق قفازات سباق جلدية سوداء على سطح استوديو داكن، وكلمة «SPEED» مكتوبة على غطاء الدراجة النارية، مع إضاءة استوديو درامية,SPEED,28,137,False,True,62,4.892857142857143,0.6111111111111112,0.5474452554744526,True
MB103,"Product photography of a white family sedan with a black child seat placed to its right on a gray studio surface, THRUST on sedan door, clean studio lighting",صورة منتج لسيارة سيدان عائلية بيضاء اللون، مع مقعد أطفال أسود موضوع على يمينها على سطح استوديو رمادي، وكلمة «THRUST» مكتوبة على باب السيارة، وإضاءة استوديو واضحة,THRUST,30,140,False,True,65,4.666666666666667,0.6770186335403726,0.5357142857142857,True
MB104,"Product photography of a brown off-road vehicle placed to the left of a black spare tire on a rugged outdoor surface, VEER on hood, outdoor natural lighting",صورة منتج لسيارة دفع رباعي بنية اللون موضوعة على يسار إطار احتياطي أسود على سطح خارجي وعر، مع شعار «VEER» على غطاء المحرك، وإضاءة طبيعية خارجية,VEER,31,124,False,True,49,4.0,0.6993006993006993,0.6048387096774194,True
MB105,"Luxury product photography of a black sedan placed above a gold key fob on a dark marble showroom floor, WARP on sedan hood, dramatic editorial lighting",تصوير منتج فاخر لسيارة سيدان سوداء موضوعة فوق مفتاح ذهبي على أرضية صالة عرض من الرخام الداكن، مع وجود كلمة «WARP» على غطاء محرك السيارة، وإضاءة تحريرية مثيرة,WARP,28,134,False,True,59,4.785714285714286,0.6878980891719745,0.5597014925373134,True
MB106,"Product photography of a white electric bicycle placed to the left of a black charging cable on a clean white studio floor, XCEL on bicycle frame, clean studio lighting",صورة منتج لدراجة كهربائية بيضاء موضوعة على يسار كابل شحن أسود على أرضية استوديو بيضاء نظيفة، مع وجود شعار «XCEL» على هيكل الدراجة، وإضاءة استوديو نقية,XCEL,32,137,False,True,62,4.28125,0.7133333333333334,0.5474452554744526,True
MB107,"Glamour product shot of a red racing car placed to the left of a gold trophy on a dark showroom floor, YOKE on car hood, dramatic gold-lit atmosphere",صورة ترويجية جذابة لسيارة سباق حمراء موضوعة على يسار كأس ذهبي على أرضية صالة عرض داكنة، مع وجود شعار «YOKE» على غطاء محرك السيارة، في أجواء درامية مضاءة باللون الذهبي,YOKE,32,144,False,True,69,4.5,0.6144578313253012,0.5208333333333334,True
MB108,"Product photography of a white delivery van placed to the left of a brown cardboard box on a gray street surface, ZOOM on van door, clean commercial lighting",صورة منتج لشاحنة توصيل بيضاء موضوعة على يسار صندوق كرتوني بني على سطح شارع رمادي، تكبير على باب الشاحنة، إضاءة تجارية واضحة,ZOOM,30,111,False,True,36,3.7,,0.6756756756756757,False
MB109,"Product photography of a beige campervan placed to the left of a green camping tent on a grassy outdoor surface, ALPHA on van side, golden hour lighting",صورة منتج لسيارة كامبر فان باللون البيج موضوعة على يسار خيمة تخييم خضراء على سطح عشبي في الهواء الطلق، مع وجود كلمة «ALPHA» على جانب السيارة، وإضاءة «الساعة الذهبية»,ALPHA,30,135,False,True,60,4.5,0.7090909090909091,0.5555555555555556,True
MB110,"Retro product shot of a blue vintage car placed to the left of a silver fuel pump on a concrete surface, BRAVO on car hood, warm vintage lighting",صورة منتج بأسلوب رجعي لسيارة كلاسيكية زرقاء موضوعة على يسار مضخة وقود فضية فوق سطح خرساني، مع كلمة «BRAVO» على غطاء محرك السيارة، وإضاءة كلاسيكية دافئة,BRAVO,30,133,False,True,58,4.433333333333334,0.6622516556291391,0.5639097744360902,True
MB111,"Product photography of a black sports hatchback with a silver roof rack mounted above on a white studio floor, TORVEX on car door, dramatic studio lighting",صورة منتج لسيارة هاتشباك رياضية سوداء مزودة بحامل سقف فضي مثبت فوقها، على أرضية استوديو بيضاء، مع وجود كلمة «TORVEX» على باب السيارة، وإضاءة استوديو مثيرة,TORVEX,29,135,False,True,60,4.655172413793103,0.7077922077922078,0.5555555555555556,True
MB112,"Product photography of a white police car with a red siren light placed above on a gray surface, DELTA on car door, dramatic night lighting",صورة منتج لسيارة شرطة بيضاء مزودة بضوء صفارة إنذار أحمر مثبت أعلى السيارة على سطح رمادي، وكلمة «DELTA» مكتوبة على باب السيارة، مع إضاءة ليلية مثيرة,DELTA,27,130,False,True,55,4.814814814814815,0.6530612244897959,0.5769230769230769,True
MB113,"Product photography of a yellow school bus placed to the right of a red stop sign on a gray road surface, EAGLE on bus side, bright natural lighting",صورة منتج لحافلة مدرسية صفراء موضوعة على يمين لافتة توقف حمراء على سطح طريق رمادي، مع كلمة «EAGLE» مكتوبة على جانب الحافلة، وإضاءة طبيعية ساطعة,EAGLE,30,124,False,True,49,4.133333333333334,0.6433566433566433,0.6048387096774194,True
MB114,"Product photography of a red fire truck placed to the right of a yellow coiled fire hose on a concrete surface, FOXTROT on truck door, dramatic red-lit atmosphere",صورة منتج لشاحنة إطفاء حمراء موضوعة على يمين خرطوم إطفاء أصفر ملفوف على سطح خرساني، مع وجود كلمة «FOXTROT» على باب الشاحنة، في أجواء درامية مضاءة باللون الأحمر,FOXTROT,34,137,False,True,62,4.029411764705882,0.6163522012578616,0.5474452554744526,True
MB115,"Luxury product shot of a black limousine placed above a red carpet on a dark city street, GRAND on limo door, glamorous night lighting",صورة ترويجية فاخرة لسيارة ليموزين سوداء موضوعة فوق سجادة حمراء في شارع مدني مظلم، مع كلمة «GRAND» مكتوبة على باب السيارة، وإضاءة ليلية ساحرة,GRAND,27,118,False,True,43,4.37037037037037,0.65,0.635593220338983,True
MB116,"Product photography of a gray all-terrain vehicle placed to the right of silver snow chains on a white snowy surface, HOUND on vehicle door, cold winter lighting",صورة ترويجية لمركبة رملية رمادية اللون موضوعة على يمين سلاسل ثلجية فضية على سطح ثلجي أبيض، مع وجود كلمة «HOUND» على باب المركبة، وإضاءة شتوية باردة,HOUND,31,129,False,True,54,4.161290322580645,0.7142857142857143,0.5813953488372093,True
MB117,"Product photography of a black cruiser motorcycle placed above brown leather saddlebags on a dark studio floor, IRON on motorcycle tank, dramatic studio lighting",صورة منتج لدراجة نارية من طراز «كروزر» سوداء اللون موضوعة فوق حقائب جانبية جلدية بنية اللون على أرضية استوديو داكنة، وكلمة «IRON» مكتوبة على خزان الوقود، مع إضاءة استوديو درامية,IRON,27,149,False,True,74,5.518518518518518,0.7005649717514124,0.5033557046979866,True
MB118,"Product photography of a green armored SUV with a black radio antenna placed to its right on a gray surface, VANTIS on hood, dramatic studio lighting",صورة منتج لسيارة دفع رباعي مدرعة خضراء اللون، مع هوائي راديو أسود موضوع على يمينها فوق سطح رمادي، وكلمة «VANTIS» مكتوبة على غطاء المحرك، وإضاءة استوديو مثيرة,VANTIS,29,141,False,True,66,4.862068965517241,0.6687898089171974,0.5319148936170213,True
MB119,"Product photography of a red micro car placed to the right of a white folded city map on a gray urban surface, KILO on car door, bright urban lighting",صورة منتج لسيارة صغيرة حمراء موضوعة على يمين خريطة مدينة بيضاء مطوية على سطح حضري رمادي، مع وجود كلمة «KILO» على باب السيارة، وإضاءة حضرية ساطعة,KILO,32,125,False,True,50,3.90625,0.7152777777777778,0.6,True
MB120,"Product photography of an orange superbike placed to the right of a black racing track cone on a gray track surface, LANCE on bike fairing, dramatic race lighting",صورة منتج لدراجة نارية فائقة السرعة برتقالية اللون موضوعة على يمين مخروط أسود من مخاريط حلبات السباق على سطح حلبة رمادي، وكلمة «LANCE» مكتوبة على غطاء الدراجة، مع إضاءة سباق مثيرة,LANCE,31,152,False,True,77,4.903225806451613,0.7150837988826816,0.4934210526315789,True
MB121,"Product photography of a purple yoga mat placed to the left of a silver stainless steel water bottle on a white studio floor, ZENITH on mat, bright clean lighting",صورة منتج لسجادة يوغا أرجوانية موضوعة على يسار زجاجة مياه فضية من الفولاذ المقاوم للصدأ على أرضية استوديو بيضاء، مع كلمة «ZENITH» مكتوبة على السجادة، وإضاءة ساطعة ونقية,ZENITH,31,147,False,True,72,4.741935483870968,0.7261904761904762,0.5102040816326531,True
MB122,"Product photography of a white supplement bottle with orange capsules placed to its right on a clean white surface, REVIVE on bottle label, studio lighting",صورة منتج لزجاجة مكمل غذائي بيضاء اللون، مع كبسولات برتقالية موضوعة على يمينها على سطح أبيض نظيف، وكلمة «REVIVE» مكتوبة على ملصق الزجاجة، وإضاءة استوديو,REVIVE,27,138,False,True,63,5.111111111111111,0.6907894736842105,0.5434782608695652,True
MB123,"Lifestyle product shot of a black gym bag placed to the left of a white folded towel on a gray gym floor, BOOST logo on bag strap, bright gym lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر حقيبة رياضية سوداء موضوعة على يسار منشفة بيضاء مطوية على أرضية صالة رياضية رمادية، مع شعار «BOOST» على حزام الحقيبة، وإضاءة ساطعة في الصالة الرياضية,BOOST,32,164,False,True,89,5.125,0.7098445595854922,0.4573170731707317,True
MB124,"Beauty product photography of a white face cream jar placed above pink flowers on a marble surface, AURA on jar lid, soft natural lighting",صورة ترويجية لمنتج تجميلي تُظهر عبوة كريم للوجه بيضاء موضوعة فوق أزهار وردية على سطح رخامي، مع كلمة «AURA» مكتوبة على غطاء العبوة، وإضاءة طبيعية ناعمة,AURA,26,132,False,True,57,5.076923076923077,0.6733333333333333,0.5681818181818182,True
MB125,"Product photography of a black protein shaker bottle placed to the left of a silver dumbbell on a gray gym mat, PEAK on shaker, dramatic gym lighting",صورة منتج لزجاجة خلط البروتين سوداء اللون موضوعة على يسار دمبل فضي اللون فوق حصيرة رياضية رمادية، مع وجود كلمة «PEAK» على الزجاجة، وإضاءة رياضية درامية,PEAK,30,127,False,True,52,4.233333333333333,0.7417218543046358,0.5905511811023622,True
MB126,"Lifestyle product shot of a purple meditation cushion placed to the left of a white candle on a bamboo wood floor, CALM on cushion side, soft ambient lighting",صورة ترويجية لمنتج أسلوب حياة تُظهر وسادة تأمل أرجوانية موضوعة على يسار شمعة بيضاء فوق أرضية من خشب البامبو، مع كلمة «CALM» مكتوبة على جانب الوسادة، وإضاءة محيطة خافتة,CALM,30,148,False,True,73,4.933333333333334,0.7065868263473054,0.5067567567567568,True
MB127,"Product flat lay of a blue foam roller placed above a purple yoga mat on a clean white floor, ALIGN embossed on roller, bright studio lighting",صورة منتج مأخوذة من زاوية مسطحة لأسطوانة رغوية زرقاء موضوعة فوق سجادة يوغا أرجوانية على أرضية بيضاء نظيفة، مع كلمة «ALIGN» منقوشة على الأسطوانة، وإضاءة استوديو ساطعة,ALIGN,29,149,False,True,74,5.137931034482759,0.703030303030303,0.5033557046979866,True
MB128,"Product photography of red resistance bands placed to the left of a black water bottle on a white gym floor, TENZO on band, bright fitness studio lighting",صورة منتج لأشرطة مقاومة حمراء موضوعة على يسار زجاجة مياه سوداء على أرضية صالة رياضية بيضاء، مع وجود كلمة «TENZO» مكتوبة على الشريط، وإضاءة ساطعة في صالة اللياقة البدنية,TENZO,30,144,False,True,69,4.8,0.6309523809523809,0.5208333333333334,True
MB129,"Lifestyle product shot of a brown glass essential oil bottle placed to the left of a white ceramic diffuser on a wood surface, TERRA on bottle, warm amber lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر زجاجة زيت عطري من الزجاج البني موضوعة على يسار ناشر عطري من السيراميك الأبيض فوق سطح خشبي، مع كتابة «TERRA» على الزجاجة، وإضاءة كهرمانية دافئة,TERRA,31,161,False,True,86,5.193548387096774,0.7807486631016043,0.4658385093167702,True
MB130,"Lifestyle flat lay of a black silk sleep mask placed above a white pillow on a gray bed surface, REST on mask, soft bedside lighting",صورة «فلات لاي» تعكس أسلوب الحياة، تُظهر قناع نوم حريري أسود موضوعًا فوق وسادة بيضاء على سطح سرير رمادي، وكلمة «REST» مكتوبة على القناع، وإضاءة خافتة بجانب السرير,REST,27,142,False,True,67,5.2592592592592595,0.691358024691358,0.528169014084507,True
MB131,"Lifestyle flat lay of a white hardcover journal placed to the left of a black pen on a marble desk surface, RYNTH on journal cover, warm natural lighting",صورة «فلات لاي» تعكس أسلوب الحياة، تُظهر دفتر يوميات أبيض بغلاف صلب موضوعًا على يسار قلم أسود فوق سطح مكتب رخامي، مع كلمة «RYNTH» على غلاف الدفتر، وإضاءة طبيعية دافئة,RYNTH,32,152,False,True,77,4.75,0.7409638554216867,0.4934210526315789,True
MB132,"Lifestyle product shot of a black fitness watch placed to the left of a white smartphone on a light gray surface, TRACE on watch face, clean studio lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر ساعة لياقة بدنية سوداء موضوعة على يسار هاتف ذكي أبيض فوق سطح رمادي فاتح، مع ظهور كلمة «TRACE» على وجه الساعة، وإضاءة استوديو نقية,TRACE,30,157,False,True,82,5.233333333333333,0.7586206896551724,0.47770700636942676,True
MB133,"Product photography of a black massage gun placed above its white charging base on a gray surface, EASE on gun body, clean studio lighting",صورة منتج لمسدس تدليك أسود موضوع فوق قاعدة الشحن البيضاء الخاصة به على سطح رمادي، مع وجود كلمة «EASE» على جسم المسدس، وإضاءة استوديو نقية,EASE,26,122,False,True,47,4.6923076923076925,0.7007299270072993,0.6147540983606558,True
MB134,"Product photography of a white collagen powder jar placed to the left of a pink glass on a marble surface, RENEW on jar label, clean bright lighting",صورة منتج لوعاء أبيض يحتوي على مسحوق الكولاجين، موضوع على يسار كوب زجاجي وردي فوق سطح رخامي، مع وجود كلمة «RENEW» على ملصق الوعاء، وإضاءة نظيفة ومشرقة,RENEW,29,134,False,True,59,4.620689655172414,0.7133333333333334,0.5597014925373134,True
MB135,"Lifestyle product shot of a green thermos placed to the left of a brown trail mix bag on a rocky outdoor surface, VOXA on thermos, outdoor natural lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر ترمسًا أخضر موضوعًا على يسار كيس بني يحتوي على مزيج من المكسرات والفواكه المجففة، على سطح صخري في الهواء الطلق، مع وجود شعار «VOXA» على الترمس، وإضاءة طبيعية في الهواء الطلق,VOXA,33,196,False,True,121,5.9393939393939394,0.7844036697247706,0.3826530612244898,True
