rating_id,pass,overall,objects,spatial,colour,typography,brief_id,model,language,output_path,node1_pass_configC,node1_score_configC,node1_short_circuit_configC,node2_pass_configC,node2_score_configC,node2_skipped_configC,node3_pass_configC,node3_score_configC,node3_skipped_configC,node4_pass_configC,node4_score_configC,node4_skipped_configC,node4_skipped_reason_configC,node4_clcg_interpretable_configC,node5_pass_configC,node5_score_configC,compliance_score_configC,failure_diagnosis_configC,compliant,output_path_configC,node1_pass_configB,node1_score_configB,node1_short_circuit_configB,node2_pass_configB,node2_score_configB,node2_skipped_configB,node3_pass_configB,node3_score_configB,node3_skipped_configB,node4_pass_configB,node4_score_configB,node4_skipped_configB,node4_skipped_reason_configB,node4_clcg_interpretable_configB,node5_pass_configB,node5_score_configB,compliance_score_configB,failure_diagnosis_configB,clip_score_configA,clip_score_norm_configA
R1-039,1,3,3,4,5,5,MB146,flux,es,data\generated_images\phase2b\flux\es\MB146_seed42.png,False,0.0,True,False,0.0,False,False,0.5,False,True,1.0,False,,True,True,0.6077,0.3608,[MB146] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\es\MB146_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB146] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,21.9236,0.16849582772943772
R1-040,1,3,3,3,3,1,MB118,sd15,de,data\generated_images\phase2b\sd15\de\MB118_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5967,0.6597,[MB118] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB118_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5967,0.6597,[MB118] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,33.1519,0.5856597240282658
R1-041,1,5,5,5,4,5,MB045,flux,de,data\generated_images\phase2b\flux\de\MB045_seed42.png,False,0.0,True,False,0.0,False,False,0.0,False,False,0.0,False,,True,True,0.6039,0.0604,[MB045] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB045_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB045] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,30.4984,0.48707450642373623
R1-042,1,4,5,4,5,5,MB032,flux,de,data\generated_images\phase2b\flux\de\MB032_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6091,0.9609,[MB032] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB032_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6091,0.9609,[MB032] COMPLIANT — all constraints satisfied,35.6794,0.6795636763536659
R1-043,1,5,5,5,5,5,MB015,flux,fr,data\generated_images\phase2b\flux\fr\MB015_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,False,,True,True,0.6258,0.7626,[MB015] NON-COMPLIANT — Node4: required text not legibly rendered,True,data\generated_images\phase2b\flux\fr\MB015_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,False,,True,True,0.6258,0.7626,[MB015] NON-COMPLIANT — Node4: required text not legibly rendered,36.0696,0.6940607375593517
R1-044,1,5,5,5,5,4,MB012,flux,de,data\generated_images\phase2b\flux\de\MB012_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6221,0.9622,[MB012] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB012_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6221,0.9622,[MB012] COMPLIANT — all constraints satisfied,30.0592,0.47075695316505545
R1-045,1,3,3,3,3,1,MB098,sd15,es,data\generated_images\phase2b\sd15\es\MB098_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6043,0.3104,[MB098] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\es\MB098_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB098] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,30.3818,0.4827424783955891
R1-046,1,3,3,3,3,1,MB029,sd15,es,data\generated_images\phase2b\sd15\es\MB029_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6092,0.7609,[MB029] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB029_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6092,0.7609,[MB029] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,33.8375,0.6111317516105781
R1-047,1,1,1,1,1,1,MB066,sd15,de,data\generated_images\phase2b\sd15\de\MB066_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6035,0.6603,[MB066] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB066_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6035,0.6603,[MB066] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,31.877,0.538293493041262
R1-048,1,2,2,2,2,1,MB069,sd15,es,data\generated_images\phase2b\sd15\es\MB069_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5982,0.3098,[MB069] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\es\MB069_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB069] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,35.1669,0.6605228155953008
R1-049,1,5,5,5,5,5,MB135,flux,fr,data\generated_images\phase2b\flux\fr\MB135_seed42.png,False,0.5,True,True,1.0,False,False,0.5,False,True,1.0,False,,True,True,0.6084,0.7108,[MB135] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\fr\MB135_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB135] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,34.7598,0.6453978703958269
R1-050,1,4,4,4,4,1,MB044,flux,de,data\generated_images\phase2b\flux\de\MB044_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,False,0.2,False,,True,True,0.604,0.3504,[MB044] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB044_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB044] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,35.5384,0.6743251175889255
R1-051,1,3,3,3,3,1,MB028,sd15,fr,data\generated_images\phase2b\sd15\fr\MB028_seed42.png,False,0.5,True,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.604,0.5104,[MB028] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB028_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB028] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,29.2681,0.4413652947339481
R1-052,1,4,4,4,4,2,MB127,flux,de,data\generated_images\phase2b\flux\de\MB127_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,False,0.2222,False,,True,True,0.6211,0.3566,[MB127] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB127_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB127] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,39.5,0.8215100424286107
R1-053,1,1,1,1,1,1,MB080,sd15,de,data\generated_images\phase2b\sd15\de\MB080_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6052,0.3105,[MB080] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB080_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB080] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,32.7885,0.5721583605168711
R1-054,1,5,5,5,5,5,MB039,flux,fr,data\generated_images\phase2b\flux\fr\MB039_seed42.png,False,0.5,True,False,0.0,False,True,1.0,False,True,1.0,False,,True,True,0.6186,0.6119,[MB039] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied,True,data\generated_images\phase2b\flux\fr\MB039_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB039] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,35.8235,0.6849174091054325
R1-055,1,1,1,1,1,1,MB052,flux,de,data\generated_images\phase2b\flux\de\MB052_seed42.png,False,0.0,True,False,0.0,False,False,0.0,False,False,0.0,False,,True,True,0.594,0.0594,[MB052] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB052_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB052] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,25.4083,0.29796253501660735
R1-056,1,4,5,5,5,1,MB035,flux,es,data\generated_images\phase2b\flux\es\MB035_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6152,0.4615,[MB035] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\es\MB035_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6152,0.4615,[MB035] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,37.2392,0.7375147682773685
R1-057,1,1,1,1,1,1,MB082,sd15,de,data\generated_images\phase2b\sd15\de\MB082_seed42.png,False,0.5,True,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5944,0.6094,[MB082] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB082_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB082] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,24.1026,0.24945199473914942
R1-058,1,3,3,3,3,1,MB137,sd15,fr,data\generated_images\phase2b\sd15\fr\MB137_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5973,0.7597,[MB137] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB137_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5973,0.7597,[MB137] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,36.8982,0.7248456297044858
R1-059,1,4,4,4,4,1,MB043,flux,fr,data\generated_images\phase2b\flux\fr\MB043_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,True,0.6,False,,True,True,0.6098,0.431,[MB043] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\fr\MB043_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB043] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,37.8848,0.7615006798980524
R1-060,1,5,5,5,5,4,MB062,flux,fr,data\generated_images\phase2b\flux\fr\MB062_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6186,0.9619,[MB062] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\fr\MB062_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6186,0.9619,[MB062] COMPLIANT — all constraints satisfied,36.0693,0.6940495916896394
R1-061,1,2,2,2,2,2,MB012,sd15,es,data\generated_images\phase2b\sd15\es\MB012_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5941,0.5594,[MB012] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB012_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5941,0.5594,[MB012] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,34.9904,0.6539653289146152
R1-062,1,1,1,1,1,4,MB070,flux,de,data\generated_images\phase2b\flux\de\MB070_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,True,1.0,False,,True,True,0.6079,0.5108,[MB070] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\de\MB070_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB070] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,33.0805,0.583007007036759
R1-063,1,3,3,3,4,1,MB069,sd15,de,data\generated_images\phase2b\sd15\de\MB069_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6061,0.3106,[MB069] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB069_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB069] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,32.3568,0.5561194540009956
R1-064,1,1,1,1,1,1,MB070,sd15,es,data\generated_images\phase2b\sd15\es\MB070_seed42.png,False,0.0,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5927,0.1593,[MB070] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\es\MB070_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB070] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,26.2985,0.3310360457426493
R1-065,1,4,4,4,4,4,MB050,flux,es,data\generated_images\phase2b\flux\es\MB050_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,True,1.0,False,,True,True,0.6148,0.7615,[MB050] NON-COMPLIANT — Node2: spatial constraints not satisfied,True,data\generated_images\phase2b\flux\es\MB050_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,True,1.0,False,,True,True,0.6148,0.7615,[MB050] NON-COMPLIANT — Node2: spatial constraints not satisfied,33.8769,0.6125955758327821
R1-066,1,3,2,2,2,2,MB067,sd15,de,data\generated_images\phase2b\sd15\de\MB067_seed42.png,False,0.5,True,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5967,0.5097,[MB067] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB067_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB067] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,28.8464,0.4256979172084797
R1-067,1,2,2,2,2,2,MB113,sd15,de,data\generated_images\phase2b\sd15\de\MB113_seed42.png,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5921,0.0592,[MB113] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB113_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB113] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,27.5712,0.37832054035176366
R1-068,1,3,3,3,3,2,MB045,sd15,es,data\generated_images\phase2b\sd15\es\MB045_seed42.png,False,0.5,True,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5954,0.5095,[MB045] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB045_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB045] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,33.6805,0.6052987464611864
R1-069,1,3,3,3,3,3,MB110,sd15,de,data\generated_images\phase2b\sd15\de\MB110_seed42.png,False,0.5,True,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5958,0.5096,[MB110] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB110_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB110] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,28.4583,0.4112788770907794
R1-070,1,2,1,2,2,2,MB126,sd15,de,data\generated_images\phase2b\sd15\de\MB126_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5904,0.309,[MB126] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB126_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB126] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,26.6971,0.3458451913002771
R1-071,1,4,4,4,4,3,MB111,flux,de,data\generated_images\phase2b\flux\de\MB111_seed42.png,False,0.5,True,False,0.0,False,False,0.0,False,True,1.0,False,,True,True,0.6054,0.4105,[MB111] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\de\MB111_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB111] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,29.6815,0.45672430319737845
R1-072,1,5,5,5,5,4,MB019,flux,es,data\generated_images\phase2b\flux\es\MB019_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6119,0.4612,[MB019] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\es\MB019_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6119,0.4612,[MB019] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,30.3333,0.48094056279211467
R1-073,1,3,3,3,3,3,MB079,sd15,de,data\generated_images\phase2b\sd15\de\MB079_seed42.png,True,1.0,False,True,1.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5965,0.5596,[MB079] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB079_seed42.png,True,1.0,False,True,1.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5965,0.5596,[MB079] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,26.6693,0.34481234070694533
R1-074,1,3,3,3,3,3,MB100,flux,fr,data\generated_images\phase2b\flux\fr\MB100_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,False,0.1818,False,,True,True,0.6124,0.4976,[MB100] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\fr\MB100_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,False,0.1818,False,,True,True,0.6124,0.4976,[MB100] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,35.5036,0.6730321967023086
R1-075,1,5,5,4,5,5,MB044,flux,es,data\generated_images\phase2b\flux\es\MB044_seed42.png,False,0.5,True,False,0.0,False,False,0.0,False,True,1.0,False,,True,True,0.5953,0.4095,[MB044] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\es\MB044_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB044] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,30.7652,0.4969868998877982
R1-076,1,1,1,1,1,1,MB135,sd15,es,data\generated_images\phase2b\sd15\es\MB135_seed42.png,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5768,0.0577,[MB135] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\es\MB135_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB135] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,22.6955,0.19717415049896336
R1-077,1,3,3,3,3,3,MB065,sd15,fr,data\generated_images\phase2b\sd15\fr\MB065_seed42.png,False,0.5,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5936,0.2094,[MB065] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB065_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB065] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,26.5596,0.3407366676821792
